uuid_c,Sf Net Desk Change
e44dbb03-2b40-42c8-9b53-b09b314d0377,1.0
78f2e906-7965-40c4-adcf-c6b8631fe364,1.0
5b2abe53-e1f0-42b5-b8ea-48af53f3cb3b,0.0
ebd2dd50-8ce9-0136-23c9-0242ac114a0f,1.0
ddd1a890-5a0a-0136-4548-0242ac114a0a,1.0
852eee7c-5f1f-483b-800f-2b457447e1ff,1.0
ef242a02-be04-4f5f-afcb-cc28e87f3008,1.0
48c849d1-d8e6-4845-a5ec-8eb342073ea6,0.0
31343730-3836-4323-a230-343735343134,3.0
ff06a3c0-ea56-0134-8c4f-0242ac11350a,0.0
e5321720-8444-0136-67e1-0242ac114a0f,21.0
8ff354e0-65dc-0136-9ea7-0242ac112c0d,9.0
f13160a6-4617-41fc-b8c7-ddc15f90fef4,-1.0
193ad62f-1e59-4666-9e01-39d6e0ef4e0f,1.0
f643fe59-9595-498f-b9cf-b4dba4577aca,2.0
2f3e8235-8d23-4119-86f7-b84f0de63664,8.0
b1e1e350-8cd1-0136-05ba-0242ac115706,1.0
5b3f2757-061d-48d4-858c-1b85c536d2d5,9.0
97594df0-7ef2-0136-82c9-0242ac112112,8.0
0edef0a0-8ce8-0136-23c3-0242ac114a0f,1.0
cffecb40-8cbc-0136-99f7-0242ac11720c,19.0
464cf720-8deb-0136-9d27-0242ac11720c,1.0
ca1f2f70-8ec4-0136-2845-0242ac114a0f,6.0
45718249-568d-457d-a6c1-00bad18c8266,0.0
e0ace48b-6f78-4b40-8de2-3c43fcc581b3,0.0
1d955520-88f2-0136-94c0-0242ac11720c,2.0
1e984144-b6c5-4297-baa6-4fe083eebf40,1.0
36d0b61c-4fcb-4224-a616-9317a4711bb6,7.0
846886f0-8ef1-0136-28a1-0242ac114a0f,1.0
daeca480-d50a-0135-c894-0242ac111c08,3.0
c72d8144-9060-4485-9e83-90dcf5389ff0,1.0
d78e24d7-d6c6-48e0-8904-c9410e169ce5,200.0
9a4b9090-794c-0136-7a19-0242ac116708,2.0
78fa6fc0-5e6c-0136-3d86-0242ac11570b,1.0
ee875640-8b66-0135-b7e4-0242ac115107,1.0
e08011fc-6ff0-43b6-abfd-393e5ed803dc,1.0
f5649800-e694-4518-b1d0-5691c0e714c5,4.0
cfb79957-4113-4860-8a44-57b436ba70eb,1.0
bcd99840-8e9d-0136-4601-0242ac11210a,2.0
847002b8-346e-4fff-9535-9451fa76d126,40.0
8d8c2cdb-4625-4f64-8238-b27a026b3307,4.0
70820fff-2c79-404b-9c4c-b0390e5e60dc,1.0
b8a49770-8e00-0136-26b2-0242ac114a0f,4.0
54c7bdd0-6d51-0136-0e20-0242ac111507,0.0
bc5c3e13-87aa-4ad6-888c-ee832aa5a3cd,1.0
1e342c99-c621-477e-886c-cdc8540d63d2,1.0
3f5a97c0-7105-0136-1325-0242ac114a0c,8.0
36d72420-3f01-4804-9c1b-0e9e50155b47,0.0
0cbb8070-10a5-0136-2fbb-0242ac112c0e,0.0
70a9a477-c7ab-4f7a-931e-b84c1587207b,1.0
c40ed640-82bd-0136-6575-0242ac114a0f,8.0
cbfd2d7b-2f68-46be-8c17-919f82d43e32,1.0
82217928-1e78-488f-9108-b3a00863bd35,-2.0
40d15d4d-5c49-49f6-b1e7-3f5e3a756374,4.0
7eb29520-7e4f-0136-8187-0242ac112112,4.0
555dc8b0-81cc-0136-637c-0242ac114a0f,2.0
41f1dba2-e8be-405c-a170-e5a4c557288d,0.0
ccf4b53f-6adf-4de3-88c2-edfdf8663417,0.0
7b78b682-32f9-4a93-a865-b2d0cca2c4d2,0.0
fdc76153-764f-47eb-8ba1-5b47aca0461a,0.0
aeaee210-c4c4-0135-03df-0242ac114a07,0.0
49f7bc8f-cf68-4c2d-81e3-8e69de67c130,1.0
e093cd95-d0c4-456d-b011-218a6559f425,1.0
335bbd77-625c-4176-a90e-d24abee08656,1.0
fc5c1460-02cd-0136-5f02-0242ac112c0c,1.0
42395540-a841-0132-f0a2-3e43175f36fb,1.0
bf036bd0-4fce-0136-e1ab-0242ac112106,4.0
15d548b4-a2f5-47da-89f5-53b0c43c6c20,19.0
02be1e4a-0215-45ba-bfed-20a5a9188aaa,1.0
21d08d20-8c72-0136-417c-0242ac11210a,1.0
538cc22e-fc2e-4215-8061-3352341ed00d,1.0
f746f2b3-c0da-4a03-b168-c26d326edd21,4.0
d10a154e-4f20-4078-9f0a-981bf2005684,1.0
e68a3160-8958-0136-0ddc-0242ac111c0f,2.0
ba6f8fe0-7ece-0136-2e05-0242ac11510b,8.0
eeecedbc-008e-4c70-b867-6d35eff266f9,1.0
3f7e1520-1af7-0135-7f4c-0242ac11350b,1.0
692bde3d-615b-4717-a52d-328fe11c14df,27.0
dbe1aac0-8153-0136-f2dd-0242ac112c0e,2.0
a858d6c0-8fa8-0136-2aef-0242ac114a0f,63.0
c4f5ca30-e50a-0135-c372-0242ac11150e,0.0
4415e6f0-3866-4ef8-a836-7af4d43eb4cf,1.0
bde6bdd6-d7c4-445d-a445-d8080e246f8d,1.0
4c7ee819-6c9f-4b6e-9bfd-a261d35d4b21,1.0
a53573e3-b593-4d39-bed1-97f86b23f0e0,0.0
c5fc21e0-ebff-0134-ef15-0242ac112c08,23.0
c0e7cc4f-55bc-42cf-89b9-505ff3c27dc3,0.0
17b9fe5b-3c17-4151-8d53-a0116ff3b141,1.0
6f5700e6-34df-43c9-8b47-e82bd0062652,3.0
ba735e2f-468c-4bb0-9abd-7381b7d50104,1.0
b1123cd3-7816-4834-8552-408619480c30,1.0
10ae1227-5c66-4055-a5b8-53b8f7e5f316,2.0
c3c33100-3fad-0135-f02a-0242ac11260c,0.0
821ed808-4bb9-426c-abda-fc04bb547b8a,16.0
68077f10-52a6-0136-c14e-0242ac115111,2.0
0f2564a0-1eb8-47bc-88ce-fdb19b88c642,7.0
03640ee0-3fae-0136-f83a-0242ac111c0f,2.0
6c58e230-5a8c-0135-084a-0242ac113a15,3.0
f8fa73b2-bd8f-4e49-ad1c-d8009c365c4d,1.0
822bf22c-c262-4caf-8602-027e001ebf52,1.0
5ebff670-8122-0136-8565-0242ac116708,1.0
f645c4e0-82b7-0136-655f-0242ac114a0f,1.0
c38f07c3-b860-4f9f-a0e5-802ff2dfdf13,1.0
a47d3bb0-874c-0136-9162-0242ac11720c,4.0
23079504-ee7e-4968-a37a-c2ee5fafdb49,1.0
8a4420b0-f2f8-0135-162d-0242ac11150e,0.0
59f05a9c-2374-49da-a099-68922fc55ed8,1.0
8f3a6e50-542b-4d82-a268-535a7b71321d,6.0
109f66c0-1f02-493e-bbad-6d9858ed347d,1.0
22e2e13e-b307-4009-bfec-2588392e9ee2,1.0
e909bc74-56b0-4713-b2c4-80bd87cb58b4,0.0
c1a2d0cb-c305-4c86-a4ff-a6c8426b0f64,6.0
df32245d-10a5-4ee1-b97b-e4afb6460858,1.0
42784470-be58-0134-5b91-0242ac112c09,1.0
08fd3120-7efe-0136-8446-0242ac116708,2.0
ceb6bfcd-f355-46f3-b95d-46db0de1b736,1.0
4ddfa790-8e64-0136-0954-0242ac115706,6.0
a9efd6d0-fd6b-0135-677e-0242ac115607,1.0
50628cc0-7189-0136-fe7d-0242ac111c10,4.0
bac2a940-7cfe-0136-ed02-0242ac112c0e,1.0
ff1fa570-7d72-0136-ee20-0242ac112c0e,4.0
eed622c2-2856-442e-915b-63f34e862920,2.0
d3cdaf20-953c-0133-ffcf-0aadb73282e1,4.0
dcfcbbd0-5ea8-0135-c13a-0242ac111311,0.0
8e182867-108b-4f7d-9fcb-e72dfe77d26e,0.0
4d23c83a-dd83-4121-89c4-b69498016213,1.0
138c7ea0-d831-4e35-98db-deecb7f0b389,3.0
ef1ccec0-f86d-0135-04e5-0242ac116709,1.0
5ffb7641-686e-47f5-b851-fc11e15f8648,0.0
7e183900-9682-4563-a34b-eb420dbec759,1.0
c41b50d9-7884-4110-8086-b35437eedb62,6.0
d242450a-1ab8-4da5-be49-950e6c86f228,1.0
7d77fffa-6eeb-4bea-a461-99d7bbe002bd,1.0
deed1510-8932-0136-0d68-0242ac111c0f,2.0
430b6b30-4a6f-0134-ddc8-5eb08e3d5a68,1.0
214c7238-4cc5-410f-a630-e9f5dfa5de46,1.0
0b36cf59-14b5-46f1-bd16-360e507490f7,1.0
f6de3832-fd46-4053-a025-e0eebdf4f3a5,1.0
33f32ca0-6c21-0136-4a60-0242ac112c0d,1.0
18811380-7de5-0136-809e-0242ac112112,4.0
cae91280-8c55-0136-4116-0242ac11210a,1.0
dead1570-bd11-0134-5a1b-0242ac112c09,0.0
21820301-236a-441e-a4b0-79a9afd1ab8e,1.0
839701b0-8944-0136-0111-0242ac115706,7.0
7de1a850-890d-0136-0d05-0242ac111c0f,2.0
aa1a6de0-8043-0134-7c5b-46b52f39772e,0.0
aa4cfc7f-b5e3-4b60-85c8-19e7a2708302,1.0
f99e41b0-b897-0133-1a5a-16c05fe953ec,0.0
c9b8484c-9066-4171-a968-9cfbcd6c0f53,1.0
a1500063-c89a-4397-963f-db170af0b01f,1.0
ab9d4660-8011-0135-fae3-0242ac112c09,13.0
86740b70-35f2-0136-dbfe-0242ac115109,0.0
d41237cd-48b5-4ef2-a462-b5d661254f09,1.0
1727e510-682d-0136-5f39-0242ac115605,5.0
eac7b394-bc31-4767-b305-d12f1390f30e,1.0
a2d22277-e141-466c-a1f4-062ccc8c23f5,2.0
d4ba8fee-736d-4bfb-a54c-79bcb1eca48f,0.0
46b0fb84-c794-4e8f-842e-4b31e0d2bce8,1.0
21684d8a-c84e-4219-9035-0022f29c55db,1.0
f6049c60-9851-0132-2f16-66ae56891e5e,0.0
f2a619f0-821c-0136-676f-0242ac111c12,1.0
d957b480-594e-0135-b6f7-0242ac11260c,13.0
4abf64f9-b4e6-449b-8f95-15985641328e,1.0
341c8260-8a12-0136-2071-0242ac114a0f,10.0
38c4ee2a-eb7b-4600-8d17-6f55f3008de3,0.0
249fb81f-c554-4522-80ef-20925b13e8ec,8.0
ac8edcd0-cf96-0134-c728-0242ac113508,1.0
61bf96e0-8f28-0136-4741-0242ac11210a,2.0
1969f5e0-2735-0136-6a42-0242ac116705,2.0
1648ee64-22d7-45ff-be5d-f6dbd97bd78b,4.0
d6d7a8d0-8855-0136-75fd-0242ac11670d,1.0
ed3d7d20-7da2-0136-81bb-0242ac116708,9.0
f7771161-783b-4e62-acff-11123132beda,2.0
c74fa977-ff11-45f3-b68d-86d983cf9e52,1.0
24d1325b-02ed-4745-8d3e-f6c2e98ff2a5,2.0
73f0a4e6-e7e0-4173-9f78-404ca4bf5954,1.0
d89193f0-4e44-0136-92e5-0242ac11560c,1.0
73a869d0-f963-0135-e976-0242ac115607,2.0
b6afcee6-9da7-479e-abcb-ae328c383377,1.0
f776ba30-8230-0136-e90f-0242ac115706,1.0
b0521ce4-59a6-43e5-87a4-1b64ff20b270,4.0
08845d66-93fe-4a4d-9198-094737d8675c,1.0
32458730-7ebb-0136-8200-0242ac112112,5.0
f5e700a5-4a98-4b9f-be6e-dd77ea111e3e,3.0
5b268e36-2692-4402-8415-58295b9de08c,1.0
831c69b0-8ea5-0136-9e8d-0242ac11720c,2.0
92e506ec-b74a-4897-8f8b-808a717cff43,1.0
bf1be351-6882-4be6-a05c-c660fff49616,0.0
47760990-8d7f-0136-9bc4-0242ac11720c,3.0
7bb41b30-57ce-0136-98f7-0242ac11570e,1.0
d5a42000-6bf8-0136-77e7-0242ac11210d,0.0
92532ee0-1351-0135-2c54-0242ac112c0d,0.0
8b44b612-a3f2-45f0-84c3-c8d2b1b117f8,2.0
b35167e0-8f05-0136-470f-0242ac11210a,6.0
f5ae4220-723c-0136-18c3-0242ac111507,2.0
8fa08930-8e34-0136-7fca-0242ac11670d,11.0
2d0bdb11-2037-4c14-9d38-0679c68a1c22,1.0
2f37d20d-3762-4f08-a531-5f7606d3fd9d,2.0
56998621-3135-4cd2-b176-88b0ec93c0ad,1.0
cf03b3d0-89e5-0136-2024-0242ac114a0f,2.0
40e88478-591e-40e1-b8ac-6c34e42194da,1.0
addfc441-1b35-4449-b894-db4feae64d6c,-8.0
997b3440-3a68-0136-d5ee-0242ac115607,2.0
5e1506c6-dc90-4dd2-91b7-ff68cf8bbb0d,14.0
39ab1530-3555-0136-da3a-0242ac115109,0.0
b71204d0-7f00-0136-844b-0242ac116708,4.0
2e86cfdd-52fd-4ca1-8cb4-5c2c68347ad9,1.0
8d663850-8e06-0136-4510-0242ac11210a,1.0
88ae8f1f-7dcf-4b28-beef-8ccb2db810bb,0.0
f51fc8e8-f3d6-4b99-ba1f-427366072e16,1.0
063d5b70-4ced-0135-8d13-0242ac113a10,1.0
39f32a90-9ba1-0134-81b8-628f3d1619b0,-1.0
0fc2c43d-39b2-4567-9684-5c9434389dbc,1.0
6cda3130-220c-0135-0e8a-0242ac115b0d,3.0
3cbf9ba0-5fd9-0134-9982-26ceba96f8b1,2.0
c003bd80-a300-0135-73b2-0242ac116713,1.0
b8bd7081-563e-4aeb-a38c-d94c1480ca81,1.0
1dd72f53-aeb5-46c8-80f2-de261ee1bac6,1.0
e82bd858-2ef2-4cb8-ab6e-c177fb2900b7,1.0
74f10e04-a77e-4009-8a75-2a5223087a83,0.0
4d517240-d949-0135-378e-0242ac114a09,1.0
dbb4c049-f3d7-4148-adee-ea292d5dfe97,1.0
4f82d423-77f8-483d-81ea-4a7c6fff8a68,3.0
514b3150-f2b6-410c-bec3-f583050b1600,0.0
fd6c1159-7329-46d3-8b66-50dfb8c1312f,3.0
2f27deb6-213e-4e56-ab47-0f4ce38be052,1.0
0a735f30-bbe5-0135-f0d7-0242ac11210b,0.0
5e3468b0-8eb6-0136-2801-0242ac114a0f,8.0
33468dce-22de-4475-a6db-212c3800cc92,1.0
8ff0b151-3355-4f7b-9664-d88b25009e55,1.0
788169d0-618f-0134-0266-7e5e4c716fc0,6.0
d3552180-9448-0135-1852-0242ac11570b,0.0
a6f3b863-3e0d-4b88-8c5b-f8039014b0b2,0.0
d5e12010-1fa3-0136-a6c5-0242ac11210f,6.0
964857b1-3f5c-41d5-b373-984df40c9ac4,1.0
de6ad0f0-6d06-0136-7447-0242ac115706,1.0
33d0cba0-82bc-0136-6eba-0242ac117209,1.0
31343731-3032-4323-b438-333633313134,0.0
d2b22d30-8d29-0136-7db2-0242ac11670d,53.0
df5a3a00-8c48-0136-40e6-0242ac11210a,2.0
6e0a98c0-8c8e-0136-0535-0242ac115706,4.0
8cc62f45-e3e1-4713-bc92-eca4c4b86c53,0.0
d8f93e14-b3e7-43d6-b751-492e04f42f07,1.0
93c8f140-7e8a-0136-2dad-0242ac11510b,1.0
1dc2b520-7e40-0136-ef60-0242ac112c0e,1.0
b0137c30-1ef6-0136-9f96-0242ac115605,1.0
63e6d399-9e5a-4ee1-902d-29a9a0b4b2d3,1.0
2ada7546-00f9-4f58-ad2d-b07426c5f93c,1.0
6bd653f0-67cc-0136-3fdf-0242ac112c0d,1.0
91d8321e-10b2-438b-975f-657826338d99,1.0
26907ad0-8c4b-0136-0457-0242ac115706,2.0
8234deb0-8f3d-0136-9fc9-0242ac11720c,2.0
061777b5-7dbf-455b-8a1c-be7122186f61,3.0
95c3ce31-ec21-47ff-b7a0-214bc5422bc3,4.0
3acb4ca0-8ec6-0136-9f03-0242ac11720c,4.0
1562cb0e-4db5-4b02-bcd2-dec58fd3c32b,2.0
e9cd9f12-1eb7-4f81-a290-aa11fc049249,1.0
d328cbb9-0d86-4563-8a0c-2a0120808281,0.0
b0b05510-78fa-0136-796e-0242ac116708,1.0
5c12a446-5efc-4781-9c18-f0b6f393e42d,1.0
bc2734a5-335b-4c05-b28d-68e4687b5341,2.0
a232eb45-585c-43c1-8e32-f34768d3e42f,1.0
0d6f32e0-8d0f-0136-9adf-0242ac11720c,5.0
1d4cf812-2329-4c0f-a18f-0cb7e22d3271,1.0
1e0c6a20-8964-0136-0e05-0242ac111c0f,2.0
1dec55dd-ecce-4787-9673-ef45fb6cfe1e,0.0
e455176c-1e75-4691-8250-78812c46b418,4.0
df0f2057-6dc7-41c9-9685-6d16dba2be71,20.0
c9cd0d85-c251-4518-b9ba-a0e90ad36567,1.0
873fb2cb-9809-4bfa-bf23-cfbe56364b4c,1.0
efecba20-16c3-0133-c97e-16f82b27e6fd,0.0
8b7a9210-8fa6-0136-0ca2-0242ac115706,3.0
f1be93eb-6c2f-4e5d-b2a0-ebc632c84f87,1.0
431ea310-8ec5-0136-810f-0242ac11670d,2.0
2416ad40-82cb-0136-e9c3-0242ac115706,2.0
0f1a922d-e7d4-453b-b29a-b93cc0c9f95e,1.0
f2159d90-7254-0136-5eac-0242ac116709,1.0
3c7f73d0-8cf6-0135-8711-0242ac115107,-1.0
77bcb050-e386-0135-a522-0242ac116708,0.0
7bd28322-ff90-4beb-a6b1-f4839584b151,1.0
141deb30-a7e5-0135-cd2e-0242ac115607,6.0
c5a5b0ed-5b42-473a-a383-96485db07a3e,1.0
0fcae7b0-f8ce-0135-7e96-0242ac114a09,1.0
41c5d0ad-6ed3-4ff4-b9ad-b38bd4f389ff,0.0
62c01c40-bdb4-0134-5a52-0242ac112c09,1.0
0c3af757-8722-4a71-bee2-eaa879ff6fde,0.0
d5ac50d0-bb6b-0135-66c8-0242ac116707,2.0
404cc851-c934-4561-8115-5be813a0141f,0.0
c4ead6d8-f9e7-42cb-ac0d-64cdf793655f,1.0
4ebaff60-3bb1-0136-d9bf-0242ac115607,0.0
79ff2680-1f12-0136-dd33-0242ac111c08,4.0
65b1c421-62f4-40c0-8a74-90316dce5e37,0.0
27346eab-c341-4ac8-bf30-5c28b9bc730d,0.0
d06246b6-7443-4a82-923c-ba0710bbd5c7,1.0
0b78fe4a-fe5c-40b0-8c57-9a5fe772b3ca,0.0
f89301ed-e649-4828-9ebc-72c1d76c764c,0.0
0de60ba0-8203-0136-63e6-0242ac114a0f,3.0
5c978a71-e2a2-4612-9431-cb2456578d31,1.0
b6a1d1b0-72f7-0136-81c1-0242ac115706,1.0
da98fcd0-81ef-0136-66a2-0242ac111c12,3.0
fbd8b01d-5869-469d-8618-a4d3c62382e1,1.0
4b3d89ef-ca32-44e6-967c-ef9cba9cc069,1.0
63301650-3d7e-0135-74c8-0242ac113a11,0.0
8902684a-c289-4504-8e92-c0a36335408f,1.0
66d66a8f-fda7-4e4d-8f92-180e99c95583,1.0
ca34ec10-3276-0135-ae4f-0242ac112612,0.0
bd7ecfc0-445e-0136-7e12-0242ac114a0f,1.0
ccf7a360-44d5-0136-3780-0242ac112106,1.0
b5ac5580-2783-4eff-b98b-407e0cd13020,18.0
df08a2ec-1cfe-44d4-b4ba-063e79071eee,1.0
0d558b37-e8a4-4a85-9821-fa454529677e,1.0
286caac0-bafc-0135-f8a6-0242ac115606,1.0
384bdcc9-f6ca-4735-bac3-1e1e0dde65a7,1.0
7a103820-8e35-0136-9d8b-0242ac11720c,1.0
527160ff-29b1-461a-9cb3-c5680bc77874,1.0
34b9dcc7-4774-40d8-b369-d15c390bb39f,1.0
dd086314-c2e4-40e6-9645-510457222832,1.0
eb82c222-a619-4849-9ec5-b53a39befb68,1.0
d72ab390-7631-0136-9738-0242ac114a0c,1.0
a2654790-8402-0136-70f1-0242ac117209,1.0
7192ae90-8231-0136-a1fd-0242ac116712,4.0
5c62a388-749b-4d0e-9167-2bfeb9d4c7f8,1.0
fd9f823e-19fc-42d4-812f-5e8b56dd1dee,0.0
02378a10-5cb8-0134-2453-169d3085a852,7.0
1844fd2e-aed9-4e19-b146-536fc2606a5d,27.0
4b7aa4f0-2bcc-4c68-87b5-2ba405e63148,1.0
1cff5ba5-855b-4323-8e48-ea62f441a192,0.0
d1c3ff33-cbfc-4d18-83ab-a136a771eb5e,2.0
e41f9b90-52c8-0135-9e35-0242ac112607,2.0
deab8363-2bac-45a1-aaed-c71839d1aebd,1.0
6d427555-2540-422d-9c3d-0c142aa163f6,1.0
c5e9ba75-d7c1-4eff-bc31-e31cb7ef9163,1.0
d1b8fb2a-dcd6-45fb-bf46-f22d7220d1ac,1.0
a9984b39-d99b-4e23-85ad-ef0db03bccb6,0.0
127be496-cd15-478c-8138-8011e59721db,3.0
e7d64d70-7e2a-0136-a97a-0242ac11720f,6.0
aa3b3ca0-83ff-0134-76ed-121abca32095,2.0
a0c5f2b4-1b0d-4ec8-9c2d-f59332b8fb89,10.0
1be48e85-e2f0-4500-8935-eeb4da08b134,68.0
dc913130-7c83-0136-7f55-0242ac116708,4.0
9f58e5cb-66e5-43cd-bd68-54527dd7b523,-3.0
8ce23bd2-3eed-4d38-8710-2075842014e0,1.0
c4b616a2-d020-4e3e-9d16-8e2266acbb48,0.0
6fd3b034-052c-4b13-a870-365ef2898a4f,0.0
54b1ed80-9f9e-0135-e928-0242ac116705,1.0
cbb42140-8e88-0136-9e23-0242ac11720c,1.0
62ee7c35-2638-4bdb-93db-c4bbc6bcbbe5,1.0
33306dc8-61d7-41a0-a11a-755f6ff150cf,6.0
cfd9667f-a9af-4691-aa47-9806454340ee,0.0
4a6f331c-d329-45bb-be1c-87e5361b35cd,257.0
7c8b1212-564c-4f52-b0ae-431ab74a7f3b,1.0
f586f1ee-6d1a-44f6-b61f-edee56db8b40,0.0
3a52ce69-e85e-4dad-bb58-7872ba52fa26,1.0
b9e92c44-47e3-4076-87bd-54fac7e0df5d,2.0
115fb252-1cf4-4a82-a2e3-b1fc20f118aa,0.0
6e6da950-6338-0136-5548-0242ac115610,8.0
4d333670-8e51-0136-2718-0242ac114a0f,3.0
87486ea7-1f96-4bd5-8aab-60eb05036084,1.0
6d9d3300-6385-0135-f392-0242ac116708,1.0
fc8103f3-7a32-48d6-a40f-39fecb355404,9.0
27113a4e-bae9-4248-a53e-03dbd312f592,1.0
daccd4b0-81f5-0136-63ab-0242ac114a0f,5.0
3417e530-8229-0136-64a7-0242ac114a0f,12.0
a1552270-7739-0136-d03e-0242ac112108,1.0
240d5050-2eb3-0131-c43e-0202f0bc5f83,5.0
b693125f-f5e9-4837-aedd-30bcb40341fb,1.0
d537652f-4472-47cd-9733-e747efdc0e6a,1.0
31117080-771b-0136-e546-0242ac116708,1.0
94a6c2ab-590d-49f9-b4b1-625fcbc09cba,1.0
b787a560-76d2-0136-99bc-0242ac114a0c,1.0
f6aefd40-7373-0136-5fbd-0242ac11150c,1.0
c13be26b-de2a-424b-88f7-0da143c85455,2.0
aa2e2c10-8839-0136-ff02-0242ac115706,1.0
7d4e045b-e540-4be4-bc24-e0be60f4864e,2.0
3c594810-812c-0136-3013-0242ac11510b,7.0
c916f920-781f-0136-f018-0242ac11510b,1.0
9118e5d1-1cb7-46b8-8aa0-9f340d3cf729,0.0
933dc6fd-a4aa-440e-995d-35c7ed0b32d9,5.0
bc168afd-de7a-4db0-aaea-b7a274143c04,1.0
0731a540-8d67-0136-9bb0-0242ac11720c,2.0
13e8d525-86c8-4477-b86d-9c509cbe2776,0.0
8c6d0b10-6cf3-0136-740e-0242ac115706,4.0
c2541701-1cf8-48b8-b110-6e6e8bcf7b12,1.0
7cb8e307-e772-4371-9406-09a286c0952b,1.0
3cbf94f0-7091-0136-10da-0242ac114a0c,1.0
0c14eb9d-aebe-454d-bbf7-76cf54bcf673,1.0
13bd0e4e-f49b-4edd-8b2d-01151d5332e9,-1.0
d4aa1046-66df-49dc-9d5b-437993e3ed35,1.0
192e18c8-1d47-4ca3-b898-62728ef8b1d2,1.0
f74da6ee-7064-42f6-9e3a-7e22cab70e47,1.0
dcbbcb3b-c7c9-4a2d-9360-4d319188a852,1.0
3c617d20-8db9-0136-07c0-0242ac115706,6.0
b872ba0e-c6e9-47e6-86f8-3284ca1124f0,0.0
c53be012-f8b2-4ee5-a595-86e1d3b787dd,0.0
7ef4de30-ab4c-0135-7e2a-0242ac111510,-1.0
5154dc9e-f942-4dc2-99a7-dad18af44dd4,1.0
b7cc555b-83a4-47a0-adfe-05dce37db3c0,8.0
aa902c50-7bc1-0136-7bbe-0242ac112112,11.0
4dbfe617-7741-4de5-a190-2b45d89730b8,0.0
bb44e0c0-bb7e-0135-f04a-0242ac11210b,6.0
b76603c3-fab8-4d8b-bcf5-75c2673cbbeb,2.0
57cae930-7d0c-0136-7f10-0242ac112112,3.0
61970560-09bc-0131-6d9c-36e1b1c68184,0.0
6391e4de-50b0-47cb-82a9-1420fecb2772,1.0
d8fe803e-135c-4c6a-befc-3b21e5d8d6cb,1.0
b56713ac-d22a-4815-aaf4-3de057aea855,1.0
fd344540-50be-0134-4bfb-460f75176964,0.0
074bfcb0-d608-0134-b6a5-0242ac11350b,11.0
8df60db2-276f-4d82-8b78-db73ec3b3288,7.0
995409c0-8c95-0136-054e-0242ac115706,1.0
cf3cf6d9-f1f5-44ee-8c0d-769e2c33045b,1.0
30b6d9f2-36b7-43d6-ac4e-74f10e6901e8,0.0
3cf64157-bc72-459c-8f77-8357e4c80680,2.0
919a2fd8-8731-4125-b5d3-5512af1518ac,-4.0
66c5a5b0-e8df-0135-4e5f-0242ac114a09,0.0
6ce2b357-d5d9-4e15-8861-4b7c7895527e,3.0
17b29e89-31aa-4916-9a06-5f8ff182681e,1.0
02801680-ed95-0135-855e-0242ac11150c,1.0
fe4a1e90-7707-0136-62c8-0242ac114a06,1.0
2db08e97-433d-40e8-b286-b601133d577c,16.0
f5452c82-3de8-4a98-b9e1-424672168e33,1.0
c5da27c0-82b8-0136-e994-0242ac115706,4.0
a486e1ba-c08a-45a2-8084-7bd060c38f84,1.0
c24cb6e5-40a9-4eb2-8699-210b4cf32109,1.0
6bcd0100-8ec5-0136-0a52-0242ac115706,19.0
71ae7df5-2103-4762-b099-e4731dda41bd,1.0
6170313d-86bc-4ce1-8d51-d30258b0e513,1.0
06f63301-a6ff-42ae-966b-e32db6c5151e,1.0
fde04cb0-979f-4113-a1c9-c2c636939cbd,0.0
cb8af620-7806-0136-efda-0242ac11510b,1.0
71835328-b6cb-453c-afcb-7304bd3fb5fc,0.0
dabe28d0-357e-0136-da98-0242ac115109,0.0
3052132f-97b4-4f1e-b7ac-f6cc454cabb4,4.0
6a7b2750-7e4b-0136-82d7-0242ac116708,3.0
a470b510-7e3f-0136-a9be-0242ac11720f,2.0
ceafdf76-bfcc-4d62-bf79-4b33c05ca8a2,1.0
98ade965-ef78-4e0a-bb8f-a51caf4eb743,1.0
a6ee6e6d-1b08-43de-b2f9-51e3706d1fe6,1.0
6300bc43-f373-4955-8d45-48388ffdf634,0.0
30bd2279-4e41-4a0f-8790-81354d5a14f8,1.0
d2dde6df-8fd0-4d66-8d5f-2241610c1b28,4.0
eb1152f0-e053-4d24-8172-8567b07d5024,0.0
8eaa2e90-8ef9-0136-46fa-0242ac11210a,15.0
a8b48ed0-1e06-0136-227d-0242ac115109,-3.0
0e87bd96-36d9-4307-97e0-611f3ceb7865,1.0
276984e0-32d0-460d-b7c3-db465c77f22e,1.0
bfa6a0cd-1589-4f60-b39d-f7583f37f77e,0.0
4a7fe0a0-8ebe-0136-9eed-0242ac11720c,2.0
2c0f2d66-2c03-4c5c-9a31-e680aa02f6cc,1.0
c81bd646-3fa5-4c7f-84b7-e280c97ac658,8.0
82901e80-886a-0136-ff8a-0242ac115706,6.0
fd36364b-cd24-4c38-bf1d-cc85e69b1822,1.0
37ce5d07-81d9-4538-bbb6-3122fb6d219f,22.0
8a024840-9260-0135-d9a4-0242ac116705,30.0
acec5b75-42b3-4a77-8c7b-e7408e6b8f8e,2.0
e4d05e5b-f24e-4015-81f2-10d05d72bc8d,1.0
7d28d230-510c-0136-b3b7-0242ac112c09,1.0
95befaa0-78d2-0136-e637-0242ac112c0e,1.0
3bdeebe0-8be1-0136-3ff9-0242ac11210a,1.0
5bbd2dc0-1409-0136-fed9-0242ac116705,2.0
ff611410-8d31-0136-24c2-0242ac114a0f,6.0
