Account UUID,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference
c8626c4b-8694-4b04-8ffb-77c395c285c6,1.0,1.0,0.0,0.0
befa6355-81d8-4c29-b836-8e3ca08eed2f,1.0,1.0,0.0,0.0
,0.0,0.0,0.0,0.0
0a5266e0-1407-0136-5f3b-0242ac112106,2.0,2.0,0.0,0.0
90d1f7ba-4f25-4be6-b533-bac0d844ba6e,1.0,1.0,0.0,0.0
eb03c830-fd2d-47ba-bdde-7ede2eef8826,12.0,12.0,0.0,0.0
5c9f97f0-01c4-0135-7070-0242ac112c0b,8.0,8.0,0.0,0.0
bcd928a0-fb8f-0134-8f47-0242ac113508,0.0,0.0,0.0,0.0
6373c8cc-8aab-440a-80ba-c4ac50698607,17.0,17.0,0.0,0.0
450c5a24-b831-4020-8bdf-189139feac4f,1.0,1.0,0.0,0.0
fc45cc09-b039-4e13-817f-fb63c44a6a4d,7.0,7.0,0.0,0.0
d35c2faa-9a40-42c4-b1f0-9560b270e2ae,1.0,1.0,0.0,0.0
c20876b5-56c8-4053-8416-a20663387b69,1.0,1.0,0.0,0.0
795c83ca-dc5e-4247-b17e-8edf632db635,1.0,1.0,0.0,0.0
f3b0a4f0-069f-0135-a813-0242ac110906,1.0,1.0,0.0,0.0
68e8a770-45c4-0136-e6bf-0242ac115109,2.0,2.0,0.0,0.0
f64cf310-79bf-0135-5e0a-0242ac112c08,0.0,0.0,0.0,0.0
48ea3640-484f-0133-9575-6ee97898534a,1.0,1.0,0.0,0.0
653d03a0-9a66-0135-4df8-0242ac111508,10.0,10.0,0.0,0.0
3b413b1e-39e6-4623-bddb-900103a58b50,1.0,1.0,0.0,0.0
cd985bc0-e802-0135-c761-0242ac11150e,16.0,16.0,0.0,0.0
1fbfdcae-4bd6-426c-83f6-718135d8cb75,1.0,1.0,0.0,0.0
c8b3eb31-62eb-4a8e-8e54-98815fe412c6,2.0,2.0,0.0,0.0
017b1ee5-d2be-4255-9e38-fdf807876151,1.0,1.0,0.0,0.0
7bba7c20-4898-0136-82f3-0242ac11560c,1.0,1.0,0.0,0.0
aecba789-2603-4dd2-976c-c8deb04d72d2,0.0,0.0,0.0,0.0
be630c77-144b-4926-b135-4191d9aef473,1.0,0.0,1.0,1.0
5f106090-b06b-0135-c401-0242ac11510c,4.0,4.0,0.0,0.0
4deb8cd0-a3c1-0134-aba1-7e7bb97bf468,7.0,7.0,0.0,0.0
6c4dfc70-e7a2-0134-beb4-0242ac115507,5.0,5.0,0.0,0.0
6bc1c641-6048-4668-a9af-298854d6fa0f,2.0,1.0,1.0,1.0
d05c336d-d589-4925-9e56-5926827850d8,1.0,1.0,0.0,0.0
2b01a110-9534-4861-b76c-976d4bdf61e9,1.0,1.0,0.0,0.0
1ef23e81-dbc3-457d-bfce-d3a7b82d0d16,1.0,1.0,0.0,0.0
048d8c20-0d4c-0135-57f8-0242ac11350b,0.0,0.0,0.0,0.0
741db5bb-06f1-412b-b5f4-c0d10ccecc26,1.0,1.0,0.0,0.0
de185091-0300-431b-8b2d-67b05ecf263c,0.0,0.0,0.0,0.0
b9481dd0-989a-0134-524f-2ef76f8fda6a,1.0,1.0,0.0,0.0
9c1a8531-8b4c-4b93-894c-e193091881b8,3.0,3.0,0.0,0.0
2facc2fb-c9ee-46d1-9c0c-24aaf624ef69,1.0,1.0,0.0,0.0
fddc7730-3c11-0136-daee-0242ac115607,2.0,2.0,0.0,0.0
298fef96-a719-4110-945d-8b4241c65098,1.0,1.0,0.0,0.0
776fac6e-6e2b-4484-b804-db45d32c12e4,4.0,4.0,0.0,0.0
2ed93be0-4ca2-0136-8fe0-0242ac11560c,2.0,2.0,0.0,0.0
38519f10-d3a2-0135-c6a0-0242ac111c08,2.0,2.0,0.0,0.0
8ca698d0-0d53-0135-fba6-0242ac112c06,4.0,4.0,0.0,0.0
e4b4dab0-4fbb-0136-da59-0242ac111c08,1.0,1.0,0.0,0.0
29cfacd7-8a64-4e44-9130-d7205ce62451,2.0,2.0,0.0,0.0
8f3d7b92-281c-4ec1-bb1e-6c0f4f3141d9,1.0,1.0,0.0,0.0
e1ed5d60-aade-0135-91fa-0242ac116705,6.0,6.0,0.0,0.0
43adba34-4eb8-48b7-bcf5-8b37c8fcf074,0.0,0.0,0.0,0.0
6aa3d7e3-c4a3-4020-9547-f56cffc75b05,2.0,2.0,0.0,0.0
2db7b050-1e24-0135-8637-0242ac11260e,1.0,1.0,0.0,0.0
341e714b-2bdd-45f4-8932-58430bae0567,1.0,1.0,0.0,0.0
158a4f68-d46f-4a4e-bdf1-f1823e4a54e1,1.0,1.0,0.0,0.0
ec257626-d63b-498a-bde9-e77b5edbbda9,8.0,8.0,0.0,0.0
ee5ab4e0-1096-0136-0e1c-0242ac116705,1.0,1.0,0.0,0.0
c23c8272-ce05-4813-88b4-f9dc39d9a91e,1.0,1.0,0.0,0.0
4d7d6e64-8444-48f0-8682-9f6cb109ddb4,0.0,0.0,0.0,0.0
a4106e00-f4df-44c5-9de5-756780d2baba,2.0,2.0,0.0,0.0
536be300-583d-0135-6161-0242ac113a14,2.0,2.0,0.0,0.0
3823a647-63f8-4fec-8976-7e63c2cf6d7e,1.0,1.0,0.0,0.0
78b81020-1de3-0136-2220-0242ac115109,1.0,1.0,0.0,0.0
c28f7110-8503-445d-8221-dff0c85edf0d,4.0,4.0,0.0,0.0
808efc38-7628-4165-a734-8dab40c5e5b0,2.0,2.0,0.0,0.0
eb3e1202-7f60-48ae-8b73-75e35045205c,2.0,2.0,0.0,0.0
a810ba53-288e-4134-97b4-c7d7fd087986,1.0,1.0,0.0,0.0
dcfebe80-469e-0136-f5de-0242ac112106,4.0,4.0,0.0,0.0
cf8bf810-44e8-0136-8d99-0242ac116709,1.0,2.0,-1.0,1.0
aed39f00-b0d1-4e46-9cef-de5d2e637f07,1.0,1.0,0.0,0.0
68fece20-4e65-0136-92f2-0242ac11560c,2.0,2.0,0.0,0.0
721a0133-b143-4bcd-911e-643f3645c4d7,1.0,1.0,0.0,0.0
02ccfb2e-dff6-4f5c-b6f7-47b63df6fe78,4.0,4.0,0.0,0.0
acfd1acd-9049-4507-914b-7866cd32850f,1.0,1.0,0.0,0.0
6f81b9f0-4ed3-0136-de69-0242ac112106,1.0,1.0,0.0,0.0
1143edcc-6065-48bd-b42d-649dc7eb30cc,1.0,1.0,0.0,0.0
73ce44d4-9384-4e17-9d24-6438287c7a2e,1.0,1.0,0.0,0.0
225f02f0-0ba8-0135-fc08-0242ac112c06,1.0,1.0,0.0,0.0
89347030-f620-46bd-b81f-dfc1b13a765c,1.0,1.0,0.0,0.0
f4081c4b-cdfb-4101-8f6d-7e9e6bb21f0c,6.0,6.0,0.0,0.0
27bec547-fdca-4786-94c1-8e3ebd0ada43,8.0,8.0,0.0,0.0
31343730-3634-4363-8630-373930353134,1.0,1.0,0.0,0.0
c98fbbb6-0eb5-4a06-969a-bffaa2a45be1,1.0,1.0,0.0,0.0
3c40788d-e20d-40df-9ddb-5fc060c32cef,4.0,4.0,0.0,0.0
d3ca73cd-1321-426c-83e0-81efc3b24ae6,1.0,1.0,0.0,0.0
566a2e10-f4eb-4106-935c-53e87adc3be6,1.0,1.0,0.0,0.0
26d3d940-2e77-0136-2fb4-0242ac112108,1.0,1.0,0.0,0.0
6b2c6c30-6daf-0134-ee31-22c974b70fba,2.0,2.0,0.0,0.0
50601d50-5f63-47cd-b81d-648b14e20065,6.0,6.0,0.0,0.0
e3bd7258-4850-43cf-961d-8c5684040cfb,0.0,0.0,0.0,0.0
1df33b9e-0ebe-42dc-ae2b-d7519abe528d,1.0,1.0,0.0,0.0
4cd0bed8-3b1d-4ef3-8e0a-263657e38a71,1.0,1.0,0.0,0.0
d4fa0680-3fac-0136-fa76-0242ac11560e,1.0,1.0,0.0,0.0
db486c5e-2ad3-42f9-8298-d062c299b47f,0.0,0.0,0.0,0.0
9ce5d4a5-ca4c-4cf2-9138-c57ed171d43f,1.0,1.0,0.0,0.0
84d6e45f-9581-485d-8d1d-d329878565f8,1.0,1.0,0.0,0.0
2d2c5347-a49e-4086-a78e-2226642d59ae,1.0,1.0,0.0,0.0
2fe4695a-443c-4857-8cbf-2b6688a695f1,1.0,1.0,0.0,0.0
73de8213-3276-4d41-b942-d6e24cf61516,1.0,0.0,1.0,1.0
74fdc2d0-4798-0136-cc85-0242ac111c08,1.0,1.0,0.0,0.0
4d66862b-b270-41b0-bc9d-14835ef4eaf0,20.0,20.0,0.0,0.0
b012f7f0-f0c7-0135-df40-0242ac11570b,0.0,0.0,0.0,0.0
cc689ef7-be72-4945-859d-3cd9977646de,3.0,3.0,0.0,0.0
68ee6e8c-7660-4d8f-aa97-570072ef1c13,1.0,1.0,0.0,0.0
9f4052c0-d559-0132-32f6-6ae13083b936,2.0,2.0,0.0,0.0
de948d6d-d202-44d6-b7ef-d1de09e6011f,2.0,2.0,0.0,0.0
be0a9d00-23cb-0136-7658-0242ac115605,1.0,1.0,0.0,0.0
5675eb10-e411-44ae-b805-f18ffb4b6f28,1.0,1.0,0.0,0.0
5cc1def0-54c4-0136-d127-0242ac111508,3.0,0.0,3.0,3.0
857aaff0-3d4c-47b3-ac03-ef70dec01082,5.0,5.0,0.0,0.0
b0a79268-c8c3-4ffd-bd65-446d4067989e,1.0,1.0,0.0,0.0
5d4defe7-6871-461d-b710-feb179dc0dc5,1.0,1.0,0.0,0.0
f803793b-31e3-40f1-bb87-83c488f43ec4,10.0,10.0,0.0,0.0
631aa450-508d-0136-0fa6-0242ac115108,1.0,1.0,0.0,0.0
25d86e1c-d2a4-440e-9c02-b433524b3eca,1.0,0.0,1.0,1.0
363442b0-a263-0135-37c2-0242ac111509,1.0,1.0,0.0,0.0
2025ca20-e1e0-0135-5b7d-0242ac111c09,3.0,3.0,0.0,0.0
834f87df-b2de-466d-aba1-c76ff61060f7,6.0,6.0,0.0,0.0
c5eb1541-62e7-448a-bd5b-63ec58bce7ff,1.0,1.0,0.0,0.0
bbd8a3f0-3b49-0136-d859-0242ac115607,1.0,1.0,0.0,0.0
9f784bb0-8084-0135-fc74-0242ac112c09,4.0,4.0,0.0,0.0
16d44441-9f66-476f-8af3-1e784d4f00c1,1.0,1.0,0.0,0.0
1afe0b14-162b-41fa-be1f-60bf0ba9f7a4,1.0,1.0,0.0,0.0
7ea6fdf1-18eb-4627-8737-7dd6c2a7cc01,1.0,1.0,0.0,0.0
7bbec300-1ebe-4f26-b8cf-36e89fdbd4d0,1.0,1.0,0.0,0.0
30a08582-fca1-41d3-a5dc-c58ef0eb7da0,0.0,0.0,0.0,0.0
b6b97772-b78b-4dfd-9351-4955537b7fe3,1.0,1.0,0.0,0.0
639bc26e-f672-4b1f-a092-c4b3f1521cb3,2.0,2.0,0.0,0.0
11ebd842-147c-4c8e-81ef-2bba8e0ea7f7,1.0,1.0,0.0,0.0
f3a7ddc0-8b0e-0135-a2ef-0242ac112c0a,0.0,0.0,0.0,0.0
aacfd7f0-49ad-0136-cdca-0242ac112106,8.0,8.0,0.0,0.0
effecfc0-46dd-0136-7a14-0242ac11560c,1.0,1.0,0.0,0.0
7b64e8c4-5841-4491-931f-d4e4676d5e92,4.0,4.0,0.0,0.0
491bc1ed-c6b7-4e7e-8d5f-2c4e979540ce,16.0,16.0,0.0,0.0
641cb890-0847-0136-842e-0242ac112c08,1.0,1.0,0.0,0.0
c745c0a0-8e2f-4d27-be3b-7fcd237ef803,7.0,7.0,0.0,0.0
a4b0bc0e-3f03-42bd-b8f1-e44437f83dc1,1.0,1.0,0.0,0.0
9163b650-eddc-0135-0c4d-0242ac116708,1.0,1.0,0.0,0.0
7dba3f7b-050b-4f57-a19f-43224efeb52d,0.0,0.0,0.0,0.0
89e75e02-76a3-4411-9261-f7260873099a,1.0,1.0,0.0,0.0
2f7b9230-18a5-0135-4cd7-0242ac11350a,2.0,2.0,0.0,0.0
e75137b7-6c7c-4ecc-86b7-cbd86e173eec,1.0,1.0,0.0,0.0
122b3c1d-6473-49dd-88e6-c3fa33c9c3f5,4.0,4.0,0.0,0.0
86df71d6-8f4d-4df8-b137-31b841eb7db8,5.0,5.0,0.0,0.0
e7a2a554-da81-400e-9d15-e466f307205d,1.0,1.0,0.0,0.0
31c1cc41-7cba-4493-88a2-fbce1c880746,4.0,4.0,0.0,0.0
445258be-3413-4f3c-b3e2-0f88189318e2,1.0,1.0,0.0,0.0
505e397a-c656-4341-938f-5884d9e200bb,0.0,0.0,0.0,0.0
4a58b280-50a6-0136-ca4a-0242ac114a0c,2.0,2.0,0.0,0.0
36745e70-4fd2-0136-9290-0242ac111506,1.0,1.0,0.0,0.0
e8d20ba9-8bb7-48af-96f1-0e3b26116f06,3.0,3.0,0.0,0.0
9338e132-2ea8-4d62-8dcf-586e62f86704,0.0,0.0,0.0,0.0
b12b3faa-180b-46d5-a86d-bf4e4c7f5f13,0.0,0.0,0.0,0.0
74cb0420-8ee9-0135-879d-0242ac115107,0.0,0.0,0.0,0.0
82f8ff4c-f0f8-4d8e-8513-f4d96dc2c1bb,0.0,0.0,0.0,0.0
55ca1310-32e0-0135-ee75-0242ac11130c,0.0,0.0,0.0,0.0
d79a1d96-7c3f-43e5-8dda-85efccdc688e,0.0,0.0,0.0,0.0
26912060-1759-0133-e20d-1603765cf815,0.0,0.0,0.0,0.0
50e639ea-749b-4175-8a8e-b4bad5997fab,0.0,1.0,-1.0,1.0
f4c732aa-ddde-44aa-ae13-06ce52742fcb,0.0,0.0,0.0,0.0
9db29017-2d05-42c2-b077-e0bf488e877b,0.0,0.0,0.0,0.0
de97430b-ff26-433d-a375-b8809bfd52a5,0.0,0.0,0.0,0.0
1c0a1c40-2949-0136-d848-0242ac112109,0.0,0.0,0.0,0.0
272b2fcb-6172-477d-9dc0-e526df7317f3,0.0,2.0,-2.0,2.0
b3ac2e60-8aa7-0134-514e-1af6366eb87d,0.0,4.0,-4.0,4.0
cf0503a4-e7d1-4e7a-b873-eed0f0eb9a35,0.0,0.0,0.0,0.0
5282b680-6ec6-0135-b730-0242ac116107,0.0,0.0,0.0,0.0
4d878b0a-d05c-41be-9515-84de81c43a90,0.0,0.0,0.0,0.0
f43e61e6-e72f-4107-aff5-7955276ffe4f,0.0,0.0,0.0,0.0
f7ec86c3-1e38-4c11-800c-44c0941fd5c1,0.0,0.0,0.0,0.0
898dc060-d3cd-0135-31b7-0242ac11670d,0.0,0.0,0.0,0.0
6b56db49-7612-48e8-a331-60412cd2805b,0.0,0.0,0.0,0.0
27692ac0-0fbc-0136-b72f-0242ac11570b,0.0,0.0,0.0,0.0
