Account UUID,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference,contract_event_type,step_found,ma_uuid,sf_opportunity_id,reservation_uuid,reservation_created,Reason,how did we deduce this?,how do we identify this?
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,there was no use of the canel prior move in ,"salesforce shows cancel contract on the original opportunity with the original contract, and then has anotherv opportunity for the new contract. ",
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,NewOpportunity,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,NewOpportunity,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,NewOpportunity,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,NewOpportunity,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,NewOpportunity,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Sent,NewOpportunity,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,a0e21bde-fdcd-4bf5-80e7-ae1b22bee5f1,MDA2MEcwMDAwMHVmc2U1UUFB,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,bad150ae-b6d3-47c1-8ec0-966b579a9191,6/6/18 7:15,,,
8319d72a-e861-4830-8b76-be2395afe7c7,0,1,-1,1,Contract Signed,OpportunityExists,4dcec9d8-6194-4f92-80c2-13ceb350356a,MDA2MEcwMDAwMHVndHJ4,e82cae07-e66b-47ec-beea-c6056427bc14,6/7/18 7:06,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,75a78e01-b69c-436a-a03d-1d36412c87aa,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,NewOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,5d68dc86-00cd-4e26-8fc9-6f9cb35ae896,6/11/18 9:59,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,75a78e01-b69c-436a-a03d-1d36412c87aa,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,5d68dc86-00cd-4e26-8fc9-6f9cb35ae896,6/11/18 9:59,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,75a78e01-b69c-436a-a03d-1d36412c87aa,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Sent,MostRecentOpenOpportunity,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,5d68dc86-00cd-4e26-8fc9-6f9cb35ae896,6/11/18 9:59,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,75a78e01-b69c-436a-a03d-1d36412c87aa,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Voided,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,5d68dc86-00cd-4e26-8fc9-6f9cb35ae896,6/11/18 9:59,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,75a78e01-b69c-436a-a03d-1d36412c87aa,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Discarded,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,5d68dc86-00cd-4e26-8fc9-6f9cb35ae896,6/11/18 9:59,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,3f75dfc2-b36e-438c-83ef-29d530ecf041,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,75a78e01-b69c-436a-a03d-1d36412c87aa,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0fd6b00c-2d88-4c6c-91c6-2a178a89d295,11/23/17 14:42,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,7edb2069-40dc-4d5c-bc0d-ef1913bc932a,MDA2MEcwMDAwMHVnRVF6,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,0cc3e69c-a66a-404f-b661-da023f474fc5,6/8/18 10:05,,,
a9de6851-8f0b-4b3a-9d78-445d601d8023,4,10,-6,6,Contract Signed,OpportunityExists,508e0cf3-10db-42c5-a356-063df6d7611e,MDA2MEcwMDAwMHZpMHlr,5d68dc86-00cd-4e26-8fc9-6f9cb35ae896,6/11/18 9:59,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Sent,MostRecentOpenOpportunity,7754a355-0f47-4b71-a592-7c29ed65fcec,MDA2MEcwMDAwMHVnRWcz,117d0515-a7b5-4d50-b72e-125aa295fdb8,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Sent,MostRecentOpenOpportunity,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,47d99af7-4209-4ba1-90f0-189cb0bdb375,5/7/18 13:13,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Sent,MostRecentOpenOpportunity,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,9403dcca-ce9b-45db-9453-b98233e634ee,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Signed,OpportunityExists,7754a355-0f47-4b71-a592-7c29ed65fcec,MDA2MEcwMDAwMHVnRWcz,117d0515-a7b5-4d50-b72e-125aa295fdb8,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Signed,OpportunityExists,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,47d99af7-4209-4ba1-90f0-189cb0bdb375,5/7/18 13:13,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Signed,OpportunityExists,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,9403dcca-ce9b-45db-9453-b98233e634ee,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Signed,NoOpportunityFound,7754a355-0f47-4b71-a592-7c29ed65fcec,MDA2MEcwMDAwMHVnRWcz,117d0515-a7b5-4d50-b72e-125aa295fdb8,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Signed,NoOpportunityFound,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,47d99af7-4209-4ba1-90f0-189cb0bdb375,5/7/18 13:13,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Signed,NoOpportunityFound,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,9403dcca-ce9b-45db-9453-b98233e634ee,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Sent,MostRecentOpenOpportunity,7754a355-0f47-4b71-a592-7c29ed65fcec,MDA2MEcwMDAwMHVnRWcz,117d0515-a7b5-4d50-b72e-125aa295fdb8,6/5/18 14:06,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Sent,MostRecentOpenOpportunity,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,47d99af7-4209-4ba1-90f0-189cb0bdb375,5/7/18 13:13,,,
5c52ea00-7f4d-0134-8a22-2e935648bcf4,4,5,-1,1,Contract Sent,MostRecentOpenOpportunity,b30e0e56-9e80-4e79-85b0-ce0f01b3503b,MDA2MEcwMDAwMHVnRWcz,9403dcca-ce9b-45db-9453-b98233e634ee,6/5/18 14:06,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Discarded,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Sent,MostRecentOpenOpportunity,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Sent,MostRecentOpenOpportunity,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Discarded,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Sent,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Sent,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Discarded,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Voided,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
87b81f97-6355-4ad4-8199-b8a390aeb060,0,1,-1,1,Contract Signed,OpportunityExists,1babc39c-d2db-49c8-a6dc-32ac658ecf22,MDA2MEcwMDAwMHVkN21QUUFR,f5f5f76b-78b2-4155-9aad-3f7d7783aab8,6/7/18 19:55,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Signed,OpportunityExists,dc2624ee-2f2f-41fd-a7a6-2ab2ea173bca,MDA2MEcwMDAwMHVnazNz,cf08ee6e-cba2-4209-bfd0-05196b338082,6/5/18 14:54,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Signed,OpportunityExists,4985da62-07f1-45d9-86e6-4cd76c99dbe0,MDA2MEcwMDAwMHVnazNz,f505ea02-921b-4875-bf46-1bb8e2e46dc1,6/7/18 9:18,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Signed,OpportunityExists,4985da62-07f1-45d9-86e6-4cd76c99dbe0,MDA2MEcwMDAwMHVnazNz,46c10836-d35a-4a12-9561-a0f3e5d02d6c,2/27/18 16:33,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Signed,OpportunityExists,dc2624ee-2f2f-41fd-a7a6-2ab2ea173bca,MDA2MEcwMDAwMHVnazNz,46c10836-d35a-4a12-9561-a0f3e5d02d6c,2/27/18 16:33,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Sent,MostRecentOpenOpportunity,dc2624ee-2f2f-41fd-a7a6-2ab2ea173bca,MDA2MEcwMDAwMHVnazNz,cf08ee6e-cba2-4209-bfd0-05196b338082,6/5/18 14:54,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Sent,MostRecentOpenOpportunity,4985da62-07f1-45d9-86e6-4cd76c99dbe0,MDA2MEcwMDAwMHVnazNz,f505ea02-921b-4875-bf46-1bb8e2e46dc1,6/7/18 9:18,,,
8174abc0-fe06-0135-40d6-0242ac115108,23,19,4,4,Contract Sent,MostRecentOpenOpportunity,4985da62-07f1-45d9-86e6-4cd76c99dbe0,MDA2MEcwMDAwMHVnazNz,46c10836-d35a-4a12-9561-a0f3e5d02d6c,2/27/18 16:33,,,
