Account UUID,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference,contract_event_type,step_found,membership_agreement_uuid
5e582950-0b12-0136-7973-0242ac11150e,0.0,-1.0,1.0,1.0,Contract Sent,OpportunityFoundById,8a2e0596-819c-416c-bff7-94cd36d13c32
5e582950-0b12-0136-7973-0242ac11150e,0.0,-1.0,1.0,1.0,Contract Sent,OpportunityFoundById,8a2e0596-819c-416c-bff7-94cd36d13c32
5e582950-0b12-0136-7973-0242ac11150e,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
5e582950-0b12-0136-7973-0242ac11150e,0.0,-1.0,1.0,1.0,Contract Discarded,OpportunityFoundById,8a2e0596-819c-416c-bff7-94cd36d13c32
6e5baf50-96d9-445f-88c5-7efc5a6f66e9,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
6adb5d7c-e4fb-4679-8f3c-52b97f0bc062,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
75f711b5-7545-4901-8ee6-b6313cc8d2d5,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
820b58dd-c45a-48b3-afda-3b0d52aae927,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
56c01585-e30f-4e50-a933-03019bd39193,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
4678aa78-6370-45ba-8055-521092a1c4f5,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
cea43e8a-3ad2-45bd-a145-b6a1ed099943,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
c6e9cd60-ea70-0134-ef42-0242ac113507,4.0,0.0,4.0,4.0,Contract Signed,OpportunityFoundById,b1a3686f-b3bc-4415-8ac2-7ba659399b68
c6e9cd60-ea70-0134-ef42-0242ac113507,4.0,0.0,4.0,4.0,Contract Sent,NoReusableOpportunityFound,b1a3686f-b3bc-4415-8ac2-7ba659399b68
40cee927-b949-41eb-8ddb-fdeea14a869f,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,071e9fba-9190-4c75-b1b0-5ce3cf3a86cd
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,071e9fba-9190-4c75-b1b0-5ce3cf3a86cd
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,9da857f7-56bc-41e5-9ec4-d5038a739357
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,5a1e7215-23d3-4439-be32-1915c3760188
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,9da857f7-56bc-41e5-9ec4-d5038a739357
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Canceled,OpportunityFoundById,5a1e7215-23d3-4439-be32-1915c3760188
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,5a1e7215-23d3-4439-be32-1915c3760188
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,5a1e7215-23d3-4439-be32-1915c3760188
2c8c3190-1fdf-0135-8a08-0242ac11260e,1.0,0.0,1.0,1.0,Contract Canceled,OpportunityFoundById,071e9fba-9190-4c75-b1b0-5ce3cf3a86cd
4da69a84-4d81-46c6-80f2-235bd813f9bc,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
4da69a84-4d81-46c6-80f2-235bd813f9bc,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
2ef85300-7386-0135-0f32-0242ac116707,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,c91be7d2-7d9b-411d-bfab-d395eea4d567
2ef85300-7386-0135-0f32-0242ac116707,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,c91be7d2-7d9b-411d-bfab-d395eea4d567
1f087c38-e875-44c9-b890-105c2435c00e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
11798a3f-eaa0-4ff0-a1d6-3c4490bbb22a,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
68b31557-93b8-4fe8-bc8c-c22cf022e81f,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
489f0ef0-5a82-0136-c083-0242ac112108,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,25b566e4-9373-4d99-ae27-aa1f9a54108d
489f0ef0-5a82-0136-c083-0242ac112108,1.0,0.0,1.0,1.0,Contract Discarded,OpportunityFoundById,f940e772-1334-4b9f-b96a-7aca9c9d6b47
489f0ef0-5a82-0136-c083-0242ac112108,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,25b566e4-9373-4d99-ae27-aa1f9a54108d
ab94a899-582b-4d62-ae14-b76c3edc6dfd,2.0,1.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
ab94a899-582b-4d62-ae14-b76c3edc6dfd,2.0,1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
ab94a899-582b-4d62-ae14-b76c3edc6dfd,2.0,1.0,1.0,1.0,Contract Signed,OpportunityFoundById,602ddf13-ca2c-44dc-903b-3b28800e4647
ab94a899-582b-4d62-ae14-b76c3edc6dfd,2.0,1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,602ddf13-ca2c-44dc-903b-3b28800e4647
134344be-13a1-4bb3-8561-001bc1ffed26,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,4745419b-8ea7-47e2-8524-26103353aa9d
134344be-13a1-4bb3-8561-001bc1ffed26,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,4745419b-8ea7-47e2-8524-26103353aa9d
65aa5cda-08b2-4a81-b1e9-744c31190efa,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Discarded,NoReusableOpportunityFound,0acd3a0b-02ae-443f-a682-5dd37e688f07
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Signed,NoReusableOpportunityFound,02f4041e-65e6-44dd-8257-e4b38cfc08c1
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Signed,NoReusableOpportunityFound,6f3550a4-7aa9-4d41-927d-3de66366e439
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Discarded,NoReusableOpportunityFound,014370cc-4113-4d5b-a5e2-608d4a7bfa8a
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Signed,NoReusableOpportunityFound,6f3550a4-7aa9-4d41-927d-3de66366e439
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Signed,NoReusableOpportunityFound,02f4041e-65e6-44dd-8257-e4b38cfc08c1
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Signed,OpportunityFoundByMembershipAgreement,6f3550a4-7aa9-4d41-927d-3de66366e439
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Signed,OpportunityFoundByMembershipAgreement,02f4041e-65e6-44dd-8257-e4b38cfc08c1
483d90d0-99fb-0135-b983-0242ac11150e,10.0,0.0,10.0,10.0,Contract Discarded,NoReusableOpportunityFound,667f226c-4ae5-40a1-9856-6548148ca2b8
10d6fd00-f4ba-0135-46de-0242ac11510e,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,676c885c-4725-4886-b3ac-cf5f577bab6b
10d6fd00-f4ba-0135-46de-0242ac11510e,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
10d6fd00-f4ba-0135-46de-0242ac11510e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,676c885c-4725-4886-b3ac-cf5f577bab6b
5ea65a01-29ce-4df2-a511-5f45d32e71e7,6.0,0.0,6.0,6.0,Contract Sent,OpportunityFoundById,f0fb0853-f050-4534-876b-75a52cdf49ef
5ea65a01-29ce-4df2-a511-5f45d32e71e7,6.0,0.0,6.0,6.0,Contract Discarded,OpportunityFoundById,f0fb0853-f050-4534-876b-75a52cdf49ef
7385ece4-d5b2-4889-8159-1f709bfb8be1,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,7bca02bb-abdd-4bc4-b101-959de0385964
7385ece4-d5b2-4889-8159-1f709bfb8be1,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,7bca02bb-abdd-4bc4-b101-959de0385964
82a8cc8a-08f9-4cf5-b075-cffcacc41dca,1.0,4.0,-3.0,3.0,Contract Canceled,OpportunityFoundById,3be8513c-aa7b-407f-8155-2dce657405de
82a8cc8a-08f9-4cf5-b075-cffcacc41dca,1.0,4.0,-3.0,3.0,Contract Sent,NoReusableOpportunityFound,dac1d452-e191-4f34-9e16-2a69b26ddb7b
82a8cc8a-08f9-4cf5-b075-cffcacc41dca,1.0,4.0,-3.0,3.0,Contract Signed,OpportunityFoundById,dac1d452-e191-4f34-9e16-2a69b26ddb7b
5f6a6e24-1b89-4e78-8ba1-96fb39111325,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
71a48cd0-d62e-0135-fc42-0242ac114a09,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
ea4c2ae3-f1a5-4f7f-ae99-6cef7a067d60,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
9d67a2f0-5889-0136-64d7-0242ac111c0a,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
502daa51-8b7e-40f0-8254-b51b3e1c7249,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
ad3c3137-93de-4b03-a593-beaf12254e01,0.0,-1.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
ad3c3137-93de-4b03-a593-beaf12254e01,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
52777df1-8f84-4abf-9325-e34aa780d20e,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
a9f91366-aba8-40ad-be7b-125d3cc7636f,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,54252856-1199-49cd-bdd9-2f0fc729bbaf
a9f91366-aba8-40ad-be7b-125d3cc7636f,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,54252856-1199-49cd-bdd9-2f0fc729bbaf
9760c6a9-1a19-40e9-815d-ebda8fd52c79,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
a4db6fc9-56f3-474d-8597-b980d42d396c,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
523adea0-514b-0136-ba56-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
e52ef452-39eb-49a9-af02-fd0efc6200f4,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
91f08b44-2485-45a6-b1ff-0c11731e2fa5,0.0,-1.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
439e9b80-4fb7-0136-91b8-0242ac111506,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,114948e3-f0f1-48d7-ae96-f2fcd2a09545
439e9b80-4fb7-0136-91b8-0242ac111506,1.0,0.0,1.0,1.0,Contract Sent,BuildingUUIDMatch,114948e3-f0f1-48d7-ae96-f2fcd2a09545
d3eb69a9-4a4d-4b08-bf11-89649051c009,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
80315100-542e-4158-bf14-7f45d13ffed7,1.0,0.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,0890e06b-0059-4992-8971-585782993ac2
80315100-542e-4158-bf14-7f45d13ffed7,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,83f3cde4-a614-42b7-b7c1-e52e059d9823
80315100-542e-4158-bf14-7f45d13ffed7,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,83f3cde4-a614-42b7-b7c1-e52e059d9823
80315100-542e-4158-bf14-7f45d13ffed7,1.0,0.0,1.0,1.0,Contract Discarded,OpportunityFoundById,0890e06b-0059-4992-8971-585782993ac2
f7c12f1c-7e06-4a0c-b83c-e37170b37f0b,0.0,5.0,-5.0,5.0,Contract Signed,OpportunityFoundById,d36e570d-9541-486c-bf23-10fc401fd25c
f7c12f1c-7e06-4a0c-b83c-e37170b37f0b,0.0,5.0,-5.0,5.0,Contract Signed,OpportunityFoundById,d36e570d-9541-486c-bf23-10fc401fd25c
c38fa5b0-3eb5-0136-0752-0242ac11560d,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
c38fa5b0-3eb5-0136-0752-0242ac11560d,1.0,0.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,c9f1caa2-7c13-4c2b-abac-5623253bc26e
c38fa5b0-3eb5-0136-0752-0242ac11560d,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,c9f1caa2-7c13-4c2b-abac-5623253bc26e
9dfa6af0-551a-0136-2e0a-0242ac111c08,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
2330aab0-7d59-0135-6948-0242ac112c08,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,753feac6-35b3-480d-869c-6b73df181bf3
2330aab0-7d59-0135-6948-0242ac112c08,1.0,0.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
4c882238-4a8b-46b0-af43-4e2e822e19c1,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,6af02c4e-1aa9-45c3-8608-accd7c840b18
4c882238-4a8b-46b0-af43-4e2e822e19c1,0.0,-1.0,1.0,1.0,Contract Voided,OpportunityFoundById,6af02c4e-1aa9-45c3-8608-accd7c840b18
4c882238-4a8b-46b0-af43-4e2e822e19c1,0.0,-1.0,1.0,1.0,Contract Signed,OpportunityFoundById,80c1cb36-e4de-470e-b98e-142029184391
4c882238-4a8b-46b0-af43-4e2e822e19c1,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,80c1cb36-e4de-470e-b98e-142029184391
7e7029f1-954a-43fb-bf6e-256429c0b1fa,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Voided,OpportunityFoundByMembershipAgreement,2ba0eb74-07dd-4dad-83b9-29ab4aa61eb6
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Sent,NoReusableOpportunityFound,345bed47-ab48-4a48-9b94-421c71afd439
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Discarded,OpportunityFoundById,2bac2d63-f9e4-4b26-8fb9-752c93a7ecf7
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Signed,OpportunityFoundById,345bed47-ab48-4a48-9b94-421c71afd439
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Sent,NoReusableOpportunityFound,d8ab4641-fa6b-46c5-940b-81c8a2cf802e
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Discarded,OpportunityFoundById,d8ab4641-fa6b-46c5-940b-81c8a2cf802e
f64bd998-d5c1-429d-9faf-13ece3812153,0.0,6.0,-6.0,6.0,Contract Sent,NoReusableOpportunityFound,2bac2d63-f9e4-4b26-8fb9-752c93a7ecf7
915f9bad-038d-441c-b1ff-21c0d18f4f56,3.0,2.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,8334b362-f99e-47d0-8c73-cc2063f858c2
915f9bad-038d-441c-b1ff-21c0d18f4f56,3.0,2.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
915f9bad-038d-441c-b1ff-21c0d18f4f56,3.0,2.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
915f9bad-038d-441c-b1ff-21c0d18f4f56,3.0,2.0,1.0,1.0,Contract Signed,OpportunityFoundById,8334b362-f99e-47d0-8c73-cc2063f858c2
90f86ed0-ed54-0134-9dc3-0242ac115504,0.0,7.0,-7.0,7.0,Contract Signed,OpportunityFoundById,8b694f0d-c31d-44e6-93d8-effe741695a0
90f86ed0-ed54-0134-9dc3-0242ac115504,0.0,7.0,-7.0,7.0,Contract Sent,NoReusableOpportunityFound,713d3fa9-0832-43a9-8285-6ce7f74c9f4f
90f86ed0-ed54-0134-9dc3-0242ac115504,0.0,7.0,-7.0,7.0,Contract Sent,NoReusableOpportunityFound,8b694f0d-c31d-44e6-93d8-effe741695a0
90f86ed0-ed54-0134-9dc3-0242ac115504,0.0,7.0,-7.0,7.0,Contract Canceled,OpportunityFoundById,720d8eaf-98d1-49a0-9b68-731804d00500
90f86ed0-ed54-0134-9dc3-0242ac115504,0.0,7.0,-7.0,7.0,Contract Signed,OpportunityFoundById,713d3fa9-0832-43a9-8285-6ce7f74c9f4f
f247afd7-ffa9-4dba-8a7b-f3aef0c1fa59,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
bd476c6b-e0f1-4a0b-8cf2-41cc1a59b2d5,0.0,71.0,-71.0,71.0,Contract Signed,OpportunityFoundById,df49bcb0-e90d-4e34-a5f7-b2aa4a1c52ab
bd476c6b-e0f1-4a0b-8cf2-41cc1a59b2d5,0.0,71.0,-71.0,71.0,Contract Signed,OpportunityFoundById,df49bcb0-e90d-4e34-a5f7-b2aa4a1c52ab
079733b0-2da0-0135-dc37-0242ac113d07,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
a4e67879-31f2-4487-ab05-83d2896acc57,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
a4e67879-31f2-4487-ab05-83d2896acc57,1.0,0.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,85eea3bc-47f1-4e7a-9fac-fe28bd1fa6e7
a4e67879-31f2-4487-ab05-83d2896acc57,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,85eea3bc-47f1-4e7a-9fac-fe28bd1fa6e7
87b5f440-e89f-0135-6707-0242ac111c09,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,6b856bbe-e5b5-406a-9ff3-f986a188ed15
75a6a469-a806-473f-ac64-3799907dfde5,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
af4d08af-1d67-479d-b0d3-65d126387919,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
0c49f61f-972c-48cd-a6a2-3cd3ac61151a,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
a22cbe60-3968-0136-181b-0242ac114a09,10.0,0.0,10.0,10.0,Contract Signed,OpportunityFoundById,4cd4b306-6382-4b23-85c0-f8bb92e192b9
407a9ee6-41a9-4809-a23c-240eb83bc317,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
91b78567-c81d-4e70-bc75-80c4e1576d28,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
002a3801-167e-4b1f-a259-20cd5982f3ea,1.0,0.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
002a3801-167e-4b1f-a259-20cd5982f3ea,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
acfd1acd-9049-4507-914b-7866cd32850f,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
4680b070-111b-0135-3b7b-0242ac11350b,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
98229e13-33f4-4e1d-a2c5-a260ae72a74b,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
0e030908-53e8-4111-98a9-bd3b7b5cc025,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
0e030908-53e8-4111-98a9-bd3b7b5cc025,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
ad64d241-94f0-4fa4-be79-632e4e75c97f,0.0,-1.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
2c7cb246-f0f9-407b-ac9a-cfba9ec6c877,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
918b2ab1-1df2-4ba3-b9cb-6b9a64b5f463,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
a2dd55c2-78a0-46cd-bf3a-9bcbb7e0afba,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
e07e3971-3d75-401e-8647-b41c36cb6527,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,abec57da-c9b3-4e27-a328-c13cd2a93a9e
e07e3971-3d75-401e-8647-b41c36cb6527,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,abec57da-c9b3-4e27-a328-c13cd2a93a9e
e07e3971-3d75-401e-8647-b41c36cb6527,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
60f2b6a0-d2a3-0135-52a0-0242ac112c0c,1.0,0.0,1.0,1.0,Contract Sent,BuildingUUIDMatch,6518f567-4bd9-4887-879e-cf4ece1b5c27
60f2b6a0-d2a3-0135-52a0-0242ac112c0c,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,6518f567-4bd9-4887-879e-cf4ece1b5c27
16629850-a729-4ba0-8d9c-f6427f36fc6a,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
0fef5670-5c02-0136-53b9-0242ac112107,5.0,0.0,5.0,5.0,Contract Sent,OpportunityFoundById,714cc84b-d23f-470a-b029-f575c2767ef2
0fef5670-5c02-0136-53b9-0242ac112107,5.0,0.0,5.0,5.0,Contract Sent,OpportunityFoundById,714cc84b-d23f-470a-b029-f575c2767ef2
0fef5670-5c02-0136-53b9-0242ac112107,5.0,0.0,5.0,5.0,Contract Voided,OpportunityFoundById,714cc84b-d23f-470a-b029-f575c2767ef2
0fef5670-5c02-0136-53b9-0242ac112107,5.0,0.0,5.0,5.0,Contract Signed,OpportunityFoundById,714cc84b-d23f-470a-b029-f575c2767ef2
5a33b780-49c1-0135-d412-0242ac11130b,15.0,25.0,-10.0,10.0,Contract Sent,NoReusableOpportunityFound,f9bdc4a8-029c-4480-b127-aa6f55d324f2
5a33b780-49c1-0135-d412-0242ac11130b,15.0,25.0,-10.0,10.0,Contract Signed,OpportunityFoundById,f9bdc4a8-029c-4480-b127-aa6f55d324f2
5a33b780-49c1-0135-d412-0242ac11130b,15.0,25.0,-10.0,10.0,Contract Canceled,OpportunityFoundById,0c7ac137-f81a-409b-9df9-b031cbbd8605
ecea3660-cb14-4e63-bdd1-b7844646832a,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityFoundById,cef5db6b-8423-49ed-aeb9-ef34cfd15972
ecea3660-cb14-4e63-bdd1-b7844646832a,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityFoundById,cef5db6b-8423-49ed-aeb9-ef34cfd15972
ecea3660-cb14-4e63-bdd1-b7844646832a,0.0,1.0,-1.0,1.0,Contract Discarded,NoReusableOpportunityFound,989cdb66-b961-4f5d-9a06-448d6d3c1fb0
8174761b-88d0-4120-bd42-a66bb9edf292,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
3d183c50-88dd-4bf6-aef1-d24237153de7,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
14a53b2d-39c5-4cbf-a7ec-a057689340aa,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
6f16b04c-4c80-45a5-beab-a86eb7716921,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
1d8895ca-b967-4b28-bf14-3c230e1eddb1,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
1d8895ca-b967-4b28-bf14-3c230e1eddb1,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
8622a909-abbc-4a00-8ae2-2be2b3cd1eec,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
d4ea0b2d-8828-43aa-9c3c-2336882bf2bf,-6.0,1.0,-7.0,7.0,Contract Canceled,OpportunityFoundById,883955f6-9e4e-4d0d-94cc-d9d0174a6957
d4ea0b2d-8828-43aa-9c3c-2336882bf2bf,-6.0,1.0,-7.0,7.0,Contract Signed,OpportunityFoundById,fd59fdda-98a9-4054-82eb-18522b7725a7
d4ea0b2d-8828-43aa-9c3c-2336882bf2bf,-6.0,1.0,-7.0,7.0,Contract Sent,OpportunityFoundById,fd59fdda-98a9-4054-82eb-18522b7725a7
d4ea0b2d-8828-43aa-9c3c-2336882bf2bf,-6.0,1.0,-7.0,7.0,Contract Sent,OpportunityFoundById,fd59fdda-98a9-4054-82eb-18522b7725a7
6d80eeea-612d-4e84-90e8-9fa58bc21340,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
b6047257-dbd1-42dc-bd32-9bfe6c5abfc7,0.0,-1.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
e92dcce8-5541-4cd3-a6a9-ed1e6e43cfa7,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
c1eb7f0b-88de-4320-861d-471966f9d40e,-2.0,0.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,0bcc0a30-8057-43fa-a72c-b790a8b46d85
c1eb7f0b-88de-4320-861d-471966f9d40e,-2.0,0.0,-2.0,2.0,Contract Signed,OpportunityFoundById,0bcc0a30-8057-43fa-a72c-b790a8b46d85
2493c4d0-0fd5-0136-0ca2-0242ac116705,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,977b376e-5fd6-474b-bb1c-e06a2e197981
2493c4d0-0fd5-0136-0ca2-0242ac116705,0.0,-1.0,1.0,1.0,Contract Signed,OpportunityFoundById,c4863ec9-2591-42a4-9404-3bd27dccd994
