Account UUID,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference,contract_event_type,step_found,membership_agreement_uuid
adce88cc-71e2-447d-a603-f4b1613cccfb,2.0,1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,b19b72e5-75ab-4807-b3cf-ea00f5378af4
9340f6c7-2a4b-41c3-b42a-e385f580f5dc,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
9340f6c7-2a4b-41c3-b42a-e385f580f5dc,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
406aa6c0-8251-0130-f786-123138068411,-10.0,-14.0,4.0,4.0,Contract Signed,OpportunityFoundById,adc96b35-0fe0-4c7f-9654-f1e427e660ce
2f4697c2-43d4-4c9d-8a19-dc946e8aba6f,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
c64e43b0-61c5-0136-67ce-0242ac115611,0.0,4.0,-4.0,4.0,Contract Sent,NoReusableOpportunityFound,490df190-e7d8-4053-b140-8ba1cea6feaa
c64e43b0-61c5-0136-67ce-0242ac115611,0.0,4.0,-4.0,4.0,Contract Sent,OpportunityFoundById,1d189753-0a56-4390-8f7b-87cbaadf64d5
c64e43b0-61c5-0136-67ce-0242ac115611,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,1d189753-0a56-4390-8f7b-87cbaadf64d5
c64e43b0-61c5-0136-67ce-0242ac115611,0.0,4.0,-4.0,4.0,Contract Canceled,OpportunityFoundById,1d189753-0a56-4390-8f7b-87cbaadf64d5
c64e43b0-61c5-0136-67ce-0242ac115611,0.0,4.0,-4.0,4.0,Contract Signed,OpportunityFoundById,490df190-e7d8-4053-b140-8ba1cea6feaa
15b42303-e52b-45c8-8def-c40f8c76c37f,-10.0,11.0,-21.0,21.0,Contract Sent,NoReusableOpportunityFound,e60db56f-4920-4254-9293-fc226dffa4b7
15b42303-e52b-45c8-8def-c40f8c76c37f,-10.0,11.0,-21.0,21.0,Contract Signed,OpportunityFoundById,e60db56f-4920-4254-9293-fc226dffa4b7
15b42303-e52b-45c8-8def-c40f8c76c37f,-10.0,11.0,-21.0,21.0,Contract Canceled,OpportunityFoundById,64ee488b-9f0e-486c-9d4f-30f6ebcfd0aa
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Discarded,NoReusableOpportunityFound,7ee40bee-1f90-4665-a1c8-8187dea2b7a3
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Signed,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,7ee40bee-1f90-4665-a1c8-8187dea2b7a3
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
369ce088-ada6-4bf5-a19a-f05af34f771b,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,9ea5bc18-6191-426d-b515-908acc3275e4
7e55e35b-1d2b-4188-8867-65dd3b1d5f2a,4.0,0.0,4.0,4.0,Contract Signed,OpportunityFoundById,2a9a0d00-d297-483c-9605-76be03a925e6
7e55e35b-1d2b-4188-8867-65dd3b1d5f2a,4.0,0.0,4.0,4.0,Contract Sent,MostRecentOpenOpportunity,2a9a0d00-d297-483c-9605-76be03a925e6
89747e50-4fec-0136-ac26-0242ac11560c,0.0,5.0,-5.0,5.0,Contract Signed,OpportunityFoundById,b69ed670-ba5a-42b2-9a90-153611b5e5b0
89747e50-4fec-0136-ac26-0242ac11560c,0.0,5.0,-5.0,5.0,Contract Signed,OpportunityFoundById,b69ed670-ba5a-42b2-9a90-153611b5e5b0
fe14b540-5b5a-0136-02ed-0242ac111508,2.0,0.0,2.0,2.0,Contract Sent,NoReusableOpportunityFound,0a291ef7-6882-47a2-8972-d003f5cbce7d
fe14b540-5b5a-0136-02ed-0242ac111508,2.0,0.0,2.0,2.0,Contract Sent,OpportunityFoundById,877dbd45-f0dd-4c8d-b958-0df6240eca25
fe14b540-5b5a-0136-02ed-0242ac111508,2.0,0.0,2.0,2.0,Contract Signed,OpportunityFoundById,0a291ef7-6882-47a2-8972-d003f5cbce7d
fe14b540-5b5a-0136-02ed-0242ac111508,2.0,0.0,2.0,2.0,Contract Signed,OpportunityFoundById,877dbd45-f0dd-4c8d-b958-0df6240eca25
7c763f71-a0ad-4463-88b6-17126c60cbb2,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
7c763f71-a0ad-4463-88b6-17126c60cbb2,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
f3012f40-0b3a-4c89-ba01-417d8726b700,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
0d70e830-c809-0135-eae6-0242ac11150c,2.0,1.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,7da6a051-3860-4981-951f-9d3669d4ce6f
0d70e830-c809-0135-eae6-0242ac11150c,2.0,1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,c6c9c7a9-eed1-4103-91ca-8426befe5b1d
0d70e830-c809-0135-eae6-0242ac11150c,2.0,1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
0d70e830-c809-0135-eae6-0242ac11150c,2.0,1.0,1.0,1.0,Contract Discarded,OpportunityFoundById,c6c9c7a9-eed1-4103-91ca-8426befe5b1d
0d70e830-c809-0135-eae6-0242ac11150c,2.0,1.0,1.0,1.0,Contract Signed,OpportunityFoundById,7da6a051-3860-4981-951f-9d3669d4ce6f
c52e089d-669f-4d06-9d37-19eb35c03c06,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
7942e0d0-0648-0133-af69-2293b9e3e98e,0.0,-1.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
263ef2bd-825a-46d3-9b53-ef877273d6ee,2.0,1.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
159b89f0-2274-0136-a693-0242ac115605,0.0,-1.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,a68b8036-04f7-4ba3-85ba-a46eff6b9ad1
159b89f0-2274-0136-a693-0242ac115605,0.0,-1.0,1.0,1.0,Contract Discarded,OpportunityFoundById,a68b8036-04f7-4ba3-85ba-a46eff6b9ad1
159b89f0-2274-0136-a693-0242ac115605,0.0,-1.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,c5424cc7-2d0b-4a18-8ef6-bd198417882f
159b89f0-2274-0136-a693-0242ac115605,0.0,-1.0,1.0,1.0,Contract Signed,OpportunityFoundById,c5424cc7-2d0b-4a18-8ef6-bd198417882f
1867ab65-905e-4d20-9624-60e8e0d5ae49,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,0e38bd28-8f0c-47dc-a359-539540ae5ca3
1867ab65-905e-4d20-9624-60e8e0d5ae49,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,0e38bd28-8f0c-47dc-a359-539540ae5ca3
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,aa8f2111-add4-43ec-8114-ae39ee30d144
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,aa8f2111-add4-43ec-8114-ae39ee30d144
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,a9e4aacd-ed4f-4bf8-85f0-1ab94bad75c9
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,a9e4aacd-ed4f-4bf8-85f0-1ab94bad75c9
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,6d85f3c1-4420-4304-b517-c7aa677e08b3
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,e8d30120-a1a5-4b20-a5c0-ce5ec0ad7e22
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,3664760a-ddcc-4b86-965b-a051908f5c20
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,6d85f3c1-4420-4304-b517-c7aa677e08b3
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,3664760a-ddcc-4b86-965b-a051908f5c20
c34eafe3-38f0-413f-8646-432dfa6ddebc,1.0,6.0,-5.0,5.0,Contract Signed,OpportunityFoundById,e8d30120-a1a5-4b20-a5c0-ce5ec0ad7e22
08acdf76-f021-4512-be41-f8d0c7b370d7,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
e17a9bf0-59a8-0135-b7ec-0242ac11260c,2.0,0.0,2.0,2.0,Contract Sent,BuildingUUIDMatch,1ae8c872-b6fe-4917-b677-e3768c1bf7f5
e17a9bf0-59a8-0135-b7ec-0242ac11260c,2.0,0.0,2.0,2.0,Contract Signed,OpportunityFoundById,1ae8c872-b6fe-4917-b677-e3768c1bf7f5
e17a9bf0-59a8-0135-b7ec-0242ac11260c,2.0,0.0,2.0,2.0,Contract Sent,NoReusableOpportunityFound,ebb8478a-34a9-4d55-8ac6-2ee790b25f08
e17a9bf0-59a8-0135-b7ec-0242ac11260c,2.0,0.0,2.0,2.0,Contract Signed,OpportunityFoundById,ebb8478a-34a9-4d55-8ac6-2ee790b25f08
169a5420-60a3-0136-4cd8-0242ac111508,2.0,0.0,2.0,2.0,Contract Sent,OpportunityFoundById,5b2b5361-51e5-43a2-9bfd-e276e24faf32
169a5420-60a3-0136-4cd8-0242ac111508,2.0,0.0,2.0,2.0,Contract Signed,OpportunityFoundById,5b2b5361-51e5-43a2-9bfd-e276e24faf32
169a5420-60a3-0136-4cd8-0242ac111508,2.0,0.0,2.0,2.0,Contract Voided,OpportunityFoundById,5b2b5361-51e5-43a2-9bfd-e276e24faf32
169a5420-60a3-0136-4cd8-0242ac111508,2.0,0.0,2.0,2.0,Contract Sent,OpportunityFoundById,5b2b5361-51e5-43a2-9bfd-e276e24faf32
169a5420-60a3-0136-4cd8-0242ac111508,2.0,0.0,2.0,2.0,Contract Sent,OpportunityFoundById,5b2b5361-51e5-43a2-9bfd-e276e24faf32
6a13dab0-52b3-0136-efda-0242ac114a0e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,e9b2546b-3bc8-45a5-8011-707a69305bf1
6a13dab0-52b3-0136-efda-0242ac114a0e,1.0,0.0,1.0,1.0,Contract Discarded,OpportunityFoundById,17bdc1f2-62e7-42f0-965b-04fef4fb921e
6a13dab0-52b3-0136-efda-0242ac114a0e,1.0,0.0,1.0,1.0,Contract Discarded,OpportunityFoundById,5e656caf-87f3-4a06-bfab-077d7e18c4db
6a13dab0-52b3-0136-efda-0242ac114a0e,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,17bdc1f2-62e7-42f0-965b-04fef4fb921e
6a13dab0-52b3-0136-efda-0242ac114a0e,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,e9b2546b-3bc8-45a5-8011-707a69305bf1
6a13dab0-52b3-0136-efda-0242ac114a0e,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,5e656caf-87f3-4a06-bfab-077d7e18c4db
e8a01da3-b7cd-4d64-a323-0b424968bfba,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
2471da50-62ff-0136-94e5-0242ac11150e,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,d7697225-c810-4695-8764-176008f10d40
2471da50-62ff-0136-94e5-0242ac11150e,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,d7697225-c810-4695-8764-176008f10d40
c2db160b-86a5-4bf4-ba1e-df2d7f00d3bb,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
47d8d233-b580-410d-b2ad-b7b2fbfb0d00,14.0,28.0,-14.0,14.0,Contract Canceled,OpportunityFoundById,0c9b4649-968b-4f81-bd57-113b035c7376
47d8d233-b580-410d-b2ad-b7b2fbfb0d00,14.0,28.0,-14.0,14.0,Contract Signed,OpportunityFoundById,b9e4e161-f1ab-4bd9-b993-13755106251e
47d8d233-b580-410d-b2ad-b7b2fbfb0d00,14.0,28.0,-14.0,14.0,Contract Sent,MostRecentOpenOpportunity,b9e4e161-f1ab-4bd9-b993-13755106251e
7fd3f0fd-eea7-45b5-8bc1-4193583051ce,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
ef7fdad3-4c45-45b4-8627-52b8b0e5a31a,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
e7fa8127-7969-4674-b4b7-f19cb882b421,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
7127d375-e40c-41b3-bec5-c06ad492068d,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
725bbcbb-c929-4e60-aeb6-e5fb5124cd12,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,0011391a-678e-4aa4-98d4-6e34b3138d7c
725bbcbb-c929-4e60-aeb6-e5fb5124cd12,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,0011391a-678e-4aa4-98d4-6e34b3138d7c
01c1048e-7085-443d-955a-7d98a6e37f03,0.0,1.0,-1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
933606bb-41c2-4774-bc83-4982599abed6,2.0,1.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
933606bb-41c2-4774-bc83-4982599abed6,2.0,1.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,52833a72-7b1b-4071-a7c4-b1426a3c35fe
933606bb-41c2-4774-bc83-4982599abed6,2.0,1.0,1.0,1.0,Contract Signed,OpportunityFoundById,52833a72-7b1b-4071-a7c4-b1426a3c35fe
933606bb-41c2-4774-bc83-4982599abed6,2.0,1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
88f25ee6-1c17-454f-99a3-4545748cf596,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
f9b4971d-f213-4083-ba1f-00427a5ca93d,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
44834480-60e0-0136-64e5-0242ac115611,1.0,0.0,1.0,1.0,Contract Discarded,OpportunityFoundById,eee19e69-dc9e-4e76-a595-e32208e2da53
44834480-60e0-0136-64e5-0242ac115611,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,eee19e69-dc9e-4e76-a595-e32208e2da53
44834480-60e0-0136-64e5-0242ac115611,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,f3405874-a823-4ed2-a17d-be49e3db9e2f
44834480-60e0-0136-64e5-0242ac115611,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,f3405874-a823-4ed2-a17d-be49e3db9e2f
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Sent,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Voided,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Sent,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Discarded,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Voided,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Sent,OpportunityFoundById,1c9c8551-5c55-41d9-ac81-5692c81f5960
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Sent,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Sent,OpportunityFoundById,75f1d162-0884-46ee-a89c-1a3d5f81f7a9
c1eb38dd-e64a-4b98-b66e-3870c5cc3f03,11.0,10.0,1.0,1.0,Contract Signed,OpportunityFoundById,1c9c8551-5c55-41d9-ac81-5692c81f5960
d935f670-5d40-0136-a2da-0242ac111c0c,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
640d3388-25c0-4b7f-90d2-21b4dabea83d,1.0,3.0,-2.0,2.0,Contract Sent,NoReusableOpportunityFound,e9442fbe-4485-47c3-a10b-79288cf62211
640d3388-25c0-4b7f-90d2-21b4dabea83d,1.0,3.0,-2.0,2.0,Contract Canceled,OpportunityFoundById,927bcf37-5a21-4e0e-80bb-b1428cdada5f
640d3388-25c0-4b7f-90d2-21b4dabea83d,1.0,3.0,-2.0,2.0,Contract Signed,OpportunityFoundById,e9442fbe-4485-47c3-a10b-79288cf62211
640d3388-25c0-4b7f-90d2-21b4dabea83d,1.0,3.0,-2.0,2.0,Contract Signed,OpportunityFoundById,927bcf37-5a21-4e0e-80bb-b1428cdada5f
4a88d940-8ef0-0135-ead2-0242ac115608,-1.0,0.0,-1.0,1.0,Contract Signed,OpportunityFoundById,34aaabf0-624c-4748-8bfe-6cbf7407ca4f
4a88d940-8ef0-0135-ead2-0242ac115608,-1.0,0.0,-1.0,1.0,Contract Sent,NoReusableOpportunityFound,34aaabf0-624c-4748-8bfe-6cbf7407ca4f
81153ad0-c245-0135-b00e-0242ac115705,4.0,5.0,-1.0,1.0,Contract Signed,OpportunityFoundById,598a73e7-7bc8-46e2-96e6-b871946aacf0
81153ad0-c245-0135-b00e-0242ac115705,4.0,5.0,-1.0,1.0,Contract Sent,NoReusableOpportunityFound,598a73e7-7bc8-46e2-96e6-b871946aacf0
81153ad0-c245-0135-b00e-0242ac115705,4.0,5.0,-1.0,1.0,Contract Signed,OpportunityFoundById,c0b2416c-fa51-4e72-99fa-bbbfd72a9fc0
81153ad0-c245-0135-b00e-0242ac115705,4.0,5.0,-1.0,1.0,Contract Sent,NoReusableOpportunityFound,c0b2416c-fa51-4e72-99fa-bbbfd72a9fc0
b4df6eb7-3af0-4134-aef1-ed18e31b2c33,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,2ef0bca5-215f-4297-ac7c-1adf76ab44df
b4df6eb7-3af0-4134-aef1-ed18e31b2c33,1.0,0.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,2ef0bca5-215f-4297-ac7c-1adf76ab44df
fdc06baa-6368-42ed-bcbd-f06cd751f8cf,0.0,8.0,-8.0,8.0,Contract Signed,OpportunityFoundById,06a426de-bb28-4f8c-9234-e039d09c2c68
fdc06baa-6368-42ed-bcbd-f06cd751f8cf,0.0,8.0,-8.0,8.0,Contract Signed,OpportunityFoundById,06a426de-bb28-4f8c-9234-e039d09c2c68
e70f241e-f609-4ae7-b5c3-c4e606c66bba,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
e70f241e-f609-4ae7-b5c3-c4e606c66bba,1.0,0.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
f42c055a-7237-435f-b7b0-d9d948b5d882,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
77c7b2a0-3bc6-0136-b82c-0242ac115709,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
12a6ae52-523a-48fc-90c6-24c1868fce94,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
49d59060-4acb-407b-a8e0-2de93a85dd3d,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
49d59060-4acb-407b-a8e0-2de93a85dd3d,1.0,0.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
8c7174b2-721f-4870-aa22-286bc6535608,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
28cad05f-df06-4aee-a6f1-f00fb150f09f,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
b4c12db0-df49-0135-913c-0242ac11570b,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,d8a26ac1-080b-425b-8280-76af2f18cf3e
b4c12db0-df49-0135-913c-0242ac11570b,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,d8a26ac1-080b-425b-8280-76af2f18cf3e
ff03537f-41d5-4b55-825e-afc2d0ee22f8,13.0,3.0,10.0,10.0,Contract Signed,NoReusableOpportunityFound,c5df4aef-54e2-441c-9dda-b7b0cc338f66
ff03537f-41d5-4b55-825e-afc2d0ee22f8,13.0,3.0,10.0,10.0,Contract Signed,NoReusableOpportunityFound,c5df4aef-54e2-441c-9dda-b7b0cc338f66
ff03537f-41d5-4b55-825e-afc2d0ee22f8,13.0,3.0,10.0,10.0,Contract Signed,OpportunityFoundByMembershipAgreement,c5df4aef-54e2-441c-9dda-b7b0cc338f66
52a0e9ec-9430-4fa5-92e7-56c2fc76a45a,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
46c8dc00-edad-0135-613e-0242ac115108,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
32062772-fe66-4c04-8064-3b064753034e,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
8e0db700-a793-0135-cb07-0242ac111508,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
6f7009e0-8405-4b8b-979d-5a11da560955,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
a643f40c-0a63-490a-8fdb-1e6cdd6ca188,0.0,-1.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
7f65466c-5ab6-4894-b51b-55396b74fdce,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
09fbb4e0-eeb0-0135-879e-0242ac11150c,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,546334b4-4782-456b-a0cf-f6a5025e0a00
09fbb4e0-eeb0-0135-879e-0242ac11150c,1.0,0.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,546334b4-4782-456b-a0cf-f6a5025e0a00
29ef183f-1f49-407b-b63d-05247eefc8f8,1.0,0.0,1.0,1.0,Contract Signed,OpportunityAndMembershipAgreementMissing,
29ef183f-1f49-407b-b63d-05247eefc8f8,1.0,0.0,1.0,1.0,Contract Canceled,NoReusableOpportunityFound,
df834925-f6a0-4a65-a60c-629024370f5f,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
617e9b0b-880e-4140-8265-5d6b3a563616,1.0,0.0,1.0,1.0,Contract Sent,NoReusableOpportunityFound,882985a5-55c6-4075-9c96-42e3fa23dade
617e9b0b-880e-4140-8265-5d6b3a563616,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,882985a5-55c6-4075-9c96-42e3fa23dade
a9496157-c90b-4b7c-80c0-badd52a4e40c,0.0,-1.0,1.0,1.0,Contract Canceled,FoundByReservationIDInPast,
d7825388-4a6f-4404-a000-c7cbf04c6d81,1.0,0.0,1.0,1.0,Contract Sent,OpportunityFoundById,07e9f25d-2f89-4a92-9512-5120c766d9dd
d7825388-4a6f-4404-a000-c7cbf04c6d81,1.0,0.0,1.0,1.0,Contract Sent,MostRecentOpenOpportunity,34da1a90-af42-4b9a-af51-832850ec0479
d7825388-4a6f-4404-a000-c7cbf04c6d81,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,07e9f25d-2f89-4a92-9512-5120c766d9dd
d7825388-4a6f-4404-a000-c7cbf04c6d81,1.0,0.0,1.0,1.0,Contract Discarded,OpportunityFoundById,0ed0a106-e839-417b-af98-1d9dae593895
d7825388-4a6f-4404-a000-c7cbf04c6d81,1.0,0.0,1.0,1.0,Contract Voided,OpportunityFoundById,0ed0a106-e839-417b-af98-1d9dae593895
d7825388-4a6f-4404-a000-c7cbf04c6d81,1.0,0.0,1.0,1.0,Contract Signed,OpportunityFoundById,34da1a90-af42-4b9a-af51-832850ec0479
