parent_account_c,net_desks_closedwon,date
0010G00002CDePRQA1,3.0,2018-08-01
0010G00002CDvkEQAT,0.0,2018-08-24
0010G00002CDf3gQAD,0.0,2018-08-31
0010G00002CEERsQAP,0.0,2018-08-06
0010G00002CE9x7QAD,0.0,2018-08-21
0010G00002JBrJPQA1,3.0,2018-08-10
0010G00002JA0XXQA1,1.0,2018-08-03
0010G00002FyGVxQAN,2.0,2018-08-03
0010G00002I7PhWQAV,4.0,2018-08-10
0010G00002CDgxpQAD,8.0,2018-08-02
0010G00002CE9IXQA1,2.0,2018-08-30
0010G00002CEEdCQAX,6.0,2018-08-31
0010G00002JCqR8QAL,1.0,2018-08-23
0010G00002CDnX7QAL,0.0,2018-08-27
0010G00002JcqYBQAZ,2.0,2018-08-30
0010G00002CDl9hQAD,2.0,2018-08-02
0010G00002CDlIKQA1,0.0,2018-08-31
0010G00002J9wvkQAB,1.0,2018-08-09
0010G00002CDZdlQAH,40.0,2018-08-23
0010G00002FyGX0QAN,1.0,2018-08-13
0010G00002J99luQAB,3.0,2018-08-06
0010G00002HzFE4QAN,0.0,2018-08-31
0010G00002JBjulQAD,1.0,2018-08-08
0010G00002JA7CgQAL,4.0,2018-08-10
0010G00002CDcJyQAL,0.0,2018-08-21
0010G00002CDZS5QAP,7.0,2018-08-07
0010G00002JCqTiQAL,1.0,2018-08-31
0010G00002EvA8nQAF,3.0,2018-08-24
0010G00002JAKhRQAX,1.0,2018-08-06
0010G00002FzTdpQAF,18.0,2018-08-30
0010G00002CDaxiQAD,15.0,2018-08-27
0010G00002I7PcPQAV,4.0,2018-08-02
0010G00002CDtvTQAT,45.0,2018-08-13
0010G00002CE8itQAD,2.0,2018-08-15
0010G00002J9CaOQAV,3.0,2018-08-31
0010G00002JBdISQA1,1.0,2018-08-08
0010G00002CDonTQAT,9.0,2018-08-06
0010G00002CDfQNQA1,8.0,2018-08-07
0010G00002JAj7BQAT,6.0,2018-08-30
0010G00002CDsFRQA1,5.0,2018-08-14
0010G00002FyGoQQAV,1.0,2018-08-10
0010G00002JckARQAZ,1.0,2018-08-30
0010G00002JCGRdQAP,1.0,2018-08-15
0010G00002CE4aQQAT,0.0,2018-08-13
0010G00002I7Q2WQAV,0.0,2018-08-21
0010G00002CE7BgQAL,0.0,2018-08-27
0010G00002CDxHHQA1,0.0,2018-08-20
0010G00002JCVCyQAP,1.0,2018-08-20
0010G00002JckPlQAJ,1.0,2018-08-29
0010G00002JANGyQAP,1.0,2018-08-28
0010G00002I7qEiQAJ,3.0,2018-08-03
0010G00002JCdyOQAT,1.0,2018-08-21
0010G00002GDu0TQAT,0.0,2018-08-30
0010G00002JALodQAH,4.0,2018-08-10
0010G00002CDpQVQA1,1.0,2018-08-03
0010G00002I7QUrQAN,3.0,2018-08-20
0010G00002JCkxzQAD,1.0,2018-08-22
0010G00002HnPwtQAF,30.0,2018-08-23
0010G00002JcWIKQA3,4.0,2018-08-27
0010G00002CEH4eQAH,10.0,2018-08-19
0010G00002J9FcHQAV,1.0,2018-08-14
0010G00002CEHVFQA5,2.0,2018-08-07
0010G00002I7QBbQAN,2.0,2018-08-13
0010G00002JCW54QAH,1.0,2018-08-20
0010G00002JBvbkQAD,2.0,2018-08-10
0010G00002JceMPQAZ,2.0,2018-08-28
0010G00002JCqylQAD,6.0,2018-08-24
0010G00002Jcvd9QAB,1.0,2018-08-31
,10.0,2018-08-22
0010G00002J9LZ1QAN,4.0,2018-08-23
0010G00002CECidQAH,68.0,2018-08-21
0010G00002I7q3SQAR,2.0,2018-08-06
0010G00002CDZYTQA5,0.0,2018-08-02
0010G00002CDfZQQA1,9.0,2018-08-31
0010G00002I7q6iQAB,1.0,2018-08-01
0010G00002CEHBGQA5,0.0,2018-08-08
0010G00002CEC7UQAX,0.0,2018-08-29
0010G00002I7PyLQAV,1.0,2018-08-28
0010G00002CE3k2QAD,20.0,2018-08-13
0010G00002JAJagQAH,1.0,2018-08-24
0010G00002CDczpQAD,35.0,2018-08-16
0010G00002CDczpQAD,35.0,2018-08-10
0010G00002CEGPvQAP,8.0,2018-08-14
0010G00002JAgBdQAL,1.0,2018-08-31
0010G00002CEDvBQAX,1.0,2018-08-09
0010G00002GCjQnQAL,1.0,2018-08-05
0010G00002CDZPQQA5,20.0,2018-08-27
0010G00002CDwRiQAL,18.0,2018-08-07
0010G00002JAoJwQAL,1.0,2018-08-19
0010G00002JBf4vQAD,1.0,2018-08-07
0010G00002CDhS0QAL,0.0,2018-08-02
0010G00002I7qIFQAZ,2.0,2018-08-03
0010G00002CDksSQAT,0.0,2018-08-22
0010G00002JAshhQAD,1.0,2018-08-09
0010G00002CEI6EQAX,10.0,2018-08-28
0010G00002CDjLmQAL,0.0,2018-08-13
0010G00002JcvMDQAZ,1.0,2018-08-30
0010G00002CDZTfQAP,0.0,2018-08-21
0010G00002CDl94QAD,7.0,2018-08-20
0010G00002HqYAgQAN,2.0,2018-08-28
0010G00002CEENtQAP,6.0,2018-08-20
0010G00002JCmsiQAD,1.0,2018-08-27
0010G00002CDfyWQAT,2.0,2018-08-13
0010G00002J9i3DQAR,1.0,2018-08-14
0010G00002CEFCPQA5,1.0,2018-08-02
0010G00002I7Pb1QAF,1.0,2018-08-15
0010G00002JAXX8QAP,8160.0,2018-08-14
0010G00002J9JgzQAF,6.0,2018-08-20
0010G00002CDmI4QAL,6.0,2018-08-08
0010G00002CE4ZkQAL,0.0,2018-08-03
0010G00002CDhSZQA1,2.0,2018-08-06
0010G00002I7zrYQAR,102.0,2018-08-27
0010G00002I7PemQAF,22.0,2018-08-06
0010G00002JAe7pQAD,1.0,2018-08-20
0010G00002JCy9EQAT,1.0,2018-08-27
0010G00002CDZaaQAH,1470.0,2018-08-31
0010G00002CE6AIQA1,10.0,2018-08-14
0010G00002I7wsvQAB,4.0,2018-08-13
0010G00002J96E7QAJ,2.0,2018-08-27
0010G00002CDZBhQAP,85.0,2018-08-24
0010G00002CDbqiQAD,4.0,2018-08-06
0010G00002GCjOnQAL,0.0,2018-08-24
0010G00002CEHe2QAH,1.0,2018-08-21
0010G00002GCj5sQAD,12.0,2018-08-14
0010G00002Ghsy9QAB,14.0,2018-08-31
,3.0,2018-08-07
0010G00002GCia4QAD,2.0,2018-08-09
0010G00002JC5GWQA1,1.0,2018-08-14
0010G00002JC9EMQA1,4.0,2018-08-23
0010G00002JcqZJQAZ,1.0,2018-08-31
0010G00002CEHyuQAH,0.0,2018-08-31
0010G00002I7q90QAB,6.0,2018-08-08
0010G00002CE0fdQAD,6.0,2018-08-08
0010G00002CDobhQAD,0.0,2018-08-02
0010G00002JCsJKQA1,7.0,2018-08-23
0010G00002JCYeUQAX,2.0,2018-08-24
0010G00002CDlCxQAL,0.0,2018-08-20
0010G00002CDmkhQAD,22.0,2018-08-08
0010G00002CDZPQQA5,20.0,2018-08-14
0010G00002GCiYxQAL,11.0,2018-08-24
0010G00002J8zvNQAR,20.0,2018-08-31
0010G00002JCkrrQAD,1.0,2018-08-22
0010G00002CDZu5QAH,10.0,2018-08-24
0010G00002CDeUmQAL,0.0,2018-08-22
0010G00002CEJ2VQAX,0.0,2018-08-31
0010G00002CDhHnQAL,25.0,2018-08-07
0010G00002CDi8FQAT,2.0,2018-08-06
0010G00002FzU78QAF,4.0,2018-08-31
0010G00002CEGsVQAX,4.0,2018-08-27
0010G00002CDZRJQA5,170.0,2018-08-31
0010G00002I81opQAB,5.0,2018-08-10
0010G00002JBujLQAT,8.0,2018-08-17
0010G00002CEFh3QAH,0.0,2018-08-29
0010G00002CDZGsQAP,2590.0,2018-08-02
0010G00002CDclDQAT,4.0,2018-08-21
0010G00002CEDdTQAX,0.0,2018-08-23
0010G00002JCtT3QAL,2.0,2018-08-23
0010G00002GCimmQAD,2.0,2018-08-29
0010G00002CDh7JQAT,4.0,2018-08-20
0010G00002J9j9BQAR,2.0,2018-08-23
0010G00002DTnbbQAD,1.0,2018-08-10
0010G00002Jca1bQAB,28.0,2018-08-31
0010G00002I4JEzQAN,1.0,2018-08-27
0010G00002I7qF4QAJ,4.0,2018-08-01
0010G00002JBw5kQAD,1.0,2018-08-10
0010G00002CE9KjQAL,2.0,2018-08-02
0010G00002J90baQAB,6.0,2018-08-08
0010G00002GeUqgQAF,6.0,2018-08-22
0010G00002JCd9uQAD,4.0,2018-08-21
0010G00002GrD07QAF,1.0,2018-08-02
0010G00002HzcBsQAJ,1.0,2018-08-22
0010G00002JcpEiQAJ,2.0,2018-08-30
0010G00002CDZjfQAH,24.0,2018-08-07
0010G00002JcwLyQAJ,1.0,2018-08-31
0010G00002JCbi3QAD,1.0,2018-08-21
0010G00002JcjC8QAJ,1.0,2018-08-30
0010G00002GDtzYQAT,0.0,2018-08-02
0010G00002JC8pnQAD,20.0,2018-08-22
0010G00002CDvacQAD,2.0,2018-08-28
0010G00002J9Db9QAF,10.0,2018-08-10
0010G00002I7qJHQAZ,1.0,2018-08-01
0010G00002JC96rQAD,2.0,2018-08-28
0010G00002HoSsYQAV,3.0,2018-08-20
0010G00002J9oblQAB,1.0,2018-08-16
0010G00002J9KBdQAN,4.0,2018-08-08
0010G00002FUF9sQAH,2.0,2018-08-31
0010G00002JBmEsQAL,1.0,2018-08-27
0010G00002I7QTtQAN,8.0,2018-08-30
0010G00002CDj2TQAT,1.0,2018-08-24
0010G00002CDvVmQAL,2.0,2018-08-28
0010G00002FyGeMQAV,1.0,2018-08-21
0010G00002I7ywOQAR,44.0,2018-08-31
0010G00002JCG4wQAH,1.0,2018-08-16
0010G00002CDc5qQAD,2.0,2018-08-29
0010G00002CDZcIQAX,34.0,2018-08-03
0010G00002CE1gfQAD,5.0,2018-08-31
0010G00002Jcsh1QAB,1.0,2018-08-31
0010G00002JBqJxQAL,1.0,2018-08-31
0010G00002CEIhLQAX,2.0,2018-08-14
0010G00002JcsBHQAZ,2.0,2018-08-30
0010G00002I7QB8QAN,1.0,2018-08-27
0010G00002J93jXQAR,4.0,2018-08-10
0010G00002CEFGeQAP,5.0,2018-08-28
0010G00002CDZW6QAP,249.0,2018-08-23
0010G00002JcbraQAB,2.0,2018-08-31
0010G00002HnQ7iQAF,3.0,2018-08-29
0010G00002JAXX8QAP,680.0,2018-08-29
0010G00002I7q8sQAB,4.0,2018-08-03
0010G00002HnOpgQAF,5940.0,2018-08-15
0010G00002CE9HWQA1,1.0,2018-08-31
0010G00002J97QCQAZ,2.0,2018-08-17
0010G00002CDsZTQA1,4.0,2018-08-01
0010G00002J9lcEQAR,6.0,2018-08-13
0010G00002JCwQSQA1,9.0,2018-08-30
0010G00002J9HYJQA3,2.0,2018-08-30
0010G00002J9EGnQAN,10.0,2018-08-29
0010G00002JA0k7QAD,1.0,2018-08-02
0010G00002CDjASQA1,0.0,2018-08-01
0010G00002JCfTIQA1,11.0,2018-08-23
0010G00002JAktqQAD,1.0,2018-08-29
0010G00002CEEbAQAX,20.0,2018-08-31
0010G00002CDdt0QAD,0.0,2018-08-27
0010G00002CDqCzQAL,0.0,2018-08-29
0010G00002JCnyIQAT,1.0,2018-08-31
0010G00002I7qDVQAZ,1.0,2018-08-02
0010G00002CE1u9QAD,1.0,2018-08-01
0010G00002I7q72QAB,1.0,2018-08-03
0010G00002J9lLBQAZ,4.0,2018-08-23
0010G00002CDczpQAD,35.0,2018-08-17
0010G00002CE4SbQAL,9.0,2018-08-28
0010G00002HnN3bQAF,2.0,2018-08-17
0010G00002JA3kZQAT,1.0,2018-08-07
0010G00002JC7QOQA1,1.0,2018-08-13
0010G00002J950PQAR,8.0,2018-08-23
0010G00002J9ieQQAR,3.0,2018-08-21
0010G00002CDZTHQA5,500.0,2018-08-08
0010G00002I7PvaQAF,2.0,2018-08-24
0010G00002CDqZxQAL,1.0,2018-08-23
0010G00002FyGmhQAF,4.0,2018-08-24
0010G00002J96r8QAB,1.0,2018-08-30
0010G00002JC6MpQAL,1.0,2018-08-21
0010G00002I7Q4yQAF,4.0,2018-08-06
0010G00002HnQ0UQAV,19.0,2018-08-14
0010G00002CDnuDQAT,14.0,2018-08-16
0010G00002I7Qc5QAF,8.0,2018-08-16
0010G00002I7qFmQAJ,1.0,2018-08-01
0010G00002CDZROQA5,0.0,2018-08-28
0010G00002JBr9ZQAT,1.0,2018-08-09
0010G00002CDtj0QAD,2.0,2018-08-06
0010G00002I7qJDQAZ,2.0,2018-08-01
0010G00002CEHOHQA5,32.0,2018-08-28
0010G00002JD7lWQAT,1.0,2018-08-24
0010G00002Jct3VQAR,1.0,2018-08-31
0010G00002GCjOwQAL,9.0,2018-08-21
0010G00002CDorTQAT,3.0,2018-08-14
0010G00002CDkmQQAT,1.0,2018-08-09
0010G00002JAv9TQAT,1.0,2018-08-06
0010G00002DvjSkQAJ,2.0,2018-08-29
0010G00002JCL8WQAX,20.0,2018-08-31
0010G00002CEF3pQAH,7.0,2018-08-28
0010G00002Hz2lKQAR,9.0,2018-08-01
0010G00002JBmTdQAL,1.0,2018-08-08
0010G00002CE6kNQAT,2.0,2018-08-15
0010G00002CDfQRQA1,12.0,2018-08-07
0010G00002FyGwSQAV,2.0,2018-08-01
0010G00002CDzPpQAL,2.0,2018-08-30
0010G00002JBuYgQAL,5.0,2018-08-14
0010G00002CDxc4QAD,20.0,2018-08-10
0010G00002CED1lQAH,4.0,2018-08-31
0010G00002JCwbzQAD,1.0,2018-08-24
0010G00002I7QkrQAF,1.0,2018-08-03
0010G00002CDZc2QAH,8.0,2018-08-31
0010G00002JCZziQAH,1.0,2018-08-20
0010G00002CDZgYQAX,60.0,2018-08-17
0010G00002JBe2VQAT,1.0,2018-08-09
0010G00002CEJQZQA5,48.0,2018-08-21
0010G00002CEDYrQAP,0.0,2018-08-30
0010G00002CDZWrQAP,0.0,2018-08-09
0010G00002CDhHaQAL,3.0,2018-08-13
0010G00002JAwpAQAT,15.0,2018-08-07
0010G00002Hz4tVQAR,4.0,2018-08-28
0010G00002J9LZ9QAN,39.0,2018-08-14
0010G00002CDhrxQAD,4.0,2018-08-22
0010G00002CDmTkQAL,10.0,2018-08-08
0010G00002CEEpEQAX,1.0,2018-08-17
0010G00002I7PpSQAV,4.0,2018-08-16
0010G00002I7qFTQAZ,3.0,2018-08-02
0010G00002J93bNQAR,2.0,2018-08-09
0010G00002JBmjSQAT,16.0,2018-08-14
0010G00002GCjAMQA1,0.0,2018-08-06
0010G00002CEAHeQAP,26.0,2018-08-21
0010G00002I7Q4NQAV,12.0,2018-08-29
0010G00002JCo0nQAD,2.0,2018-08-29
0010G00002CDZWGQA5,339.0,2018-08-01
0010G00002CE7OYQA1,15.0,2018-08-30
0010G00002CDwdNQAT,8.0,2018-08-24
0010G00002CDdQjQAL,230.0,2018-08-14
0010G00002JAcCdQAL,2.0,2018-08-10
0010G00002J9sjpQAB,2.0,2018-08-16
0010G00002JATEFQA5,2.0,2018-08-10
0010G00002CE7ZXQA1,8.0,2018-08-01
0010G00002CDeOHQA1,3.0,2018-08-22
0010G00002J92EQQAZ,64.0,2018-08-31
0010G00002CDZjUQAX,91.0,2018-08-27
0010G00002JCWewQAH,2.0,2018-08-23
0010G00002JBlyaQAD,1.0,2018-08-14
0010G00002CDeQ6QAL,0.0,2018-08-24
0010G00002CEC0gQAH,0.0,2018-08-31
0010G00002JAtUoQAL,2.0,2018-08-13
0010G00002CDfz1QAD,0.0,2018-08-10
0010G00002CE5GWQA1,7.0,2018-08-07
0010G00002JBmzuQAD,19.0,2018-08-14
0010G00002I7Qc4QAF,12.0,2018-08-01
0010G00002J958ZQAR,1.0,2018-08-30
0010G00002CDj3GQAT,0.0,2018-08-14
0010G00002JBdsBQAT,10.0,2018-08-09
0010G00002CDZUJQA5,21.0,2018-08-01
0010G00002I7QkXQAV,36.0,2018-08-14
0010G00002CDwxSQAT,714.0,2018-08-01
0010G00002CDocqQAD,2.0,2018-08-07
0010G00002CEFbBQAX,6.0,2018-08-30
0010G00002CDr85QAD,1.0,2018-08-14
0010G00002JC8Y8QAL,2.0,2018-08-16
0010G00002CDxGjQAL,0.0,2018-08-14
0010G00002J99IFQAZ,1.0,2018-08-09
0010G00002CE85TQAT,4.0,2018-08-30
0010G00002CDZAMQA5,23.0,2018-08-21
0010G00002I7QEeQAN,0.0,2018-08-29
0010G00002GD77OQAT,0.0,2018-08-22
0010G00002CDs7zQAD,0.0,2018-08-03
0010G00002CDZQHQA5,0.0,2018-08-15
0010G00002CDfKFQA1,2.0,2018-08-23
0010G00002J9EwkQAF,1.0,2018-08-15
0010G00002I7q8kQAB,3.0,2018-08-02
,347.0,2018-08-21
0010G00002CE3R2QAL,3.0,2018-08-30
0010G00002CDqGvQAL,20.0,2018-08-24
0010G00002CDigfQAD,1.0,2018-08-31
0010G00002FUFFjQAP,6.0,2018-08-31
0010G00002CDc53QAD,4.0,2018-08-08
0010G00002JcrvBQAR,4.0,2018-08-30
0010G00002DTnk0QAD,10.0,2018-08-27
0010G00002CE0vKQAT,0.0,2018-08-07
0010G00002CEAyBQAX,0.0,2018-08-01
0010G00002J92brQAB,12.0,2018-08-29
0010G00002JCQYMQA5,2.0,2018-08-19
0010G00002CECi2QAH,7.0,2018-08-28
0010G00002I7qEjQAJ,1.0,2018-08-01
0010G00002JCROxQAP,1.0,2018-08-28
0010G00002CDs9QQAT,0.0,2018-08-20
0010G00002CEDeaQAH,21.0,2018-08-13
0010G00002JCsTjQAL,1.0,2018-08-23
0010G00002JAi02QAD,21.0,2018-08-15
0010G00002CDZKpQAP,92.0,2018-08-23
0010G00002CEHFqQAP,5.0,2018-08-13
0010G00002GCjT1QAL,2.0,2018-08-14
0010G00002HnO8dQAF,0.0,2018-08-15
0010G00002JCAuJQAX,46.0,2018-08-28
0010G00002CDpjpQAD,3.0,2018-08-28
0010G00002CDxapQAD,2.0,2018-08-10
0010G00002CDp35QAD,63.0,2018-08-22
0010G00002JcjChQAJ,1.0,2018-08-29
0010G00002GCjNkQAL,1.0,2018-08-27
0010G00002I7qIuQAJ,1.0,2018-08-02
0010G00002I7qB2QAJ,1.0,2018-08-05
0010G00002JBefhQAD,1.0,2018-08-19
0010G00002CEHBaQAP,350.0,2018-08-24
0010G00002JAQCBQA5,1.0,2018-08-10
0010G00002CE0CFQA1,3.0,2018-08-06
0010G00002JBvy5QAD,1.0,2018-08-13
0010G00002FyGP2QAN,3.0,2018-08-08
0010G00002I7QMDQA3,38.0,2018-08-21
0010G00002JCYaSQAX,1.0,2018-08-20
0010G00002J97ZPQAZ,1.0,2018-08-20
0010G00002FyGjMQAV,2.0,2018-08-27
0010G00002CDZY4QAP,44.0,2018-08-15
0010G00002JAeYPQA1,1.0,2018-08-01
0010G00002J94iZQAR,32.0,2018-08-20
0010G00002CDZGvQAP,216.0,2018-08-14
0010G00002I7PkgQAF,12.0,2018-08-01
0010G00002JCKx4QAH,12.0,2018-08-26
0010G00002JCbUVQA1,1.0,2018-08-24
0010G00002CDjM9QAL,177.0,2018-08-21
0010G00002CEESkQAP,3.0,2018-08-21
0010G00002I83LTQAZ,8.0,2018-08-03
0010G00002CECGdQAP,27.0,2018-08-16
0010G00002GCjLkQAL,12.0,2018-08-09
0010G00002GCik7QAD,1.0,2018-08-10
0010G00002HyiDlQAJ,2.0,2018-08-23
0010G00002CDfBXQA1,15.0,2018-08-17
0010G00002I7w9xQAB,5.0,2018-08-08
0010G00002CEBiSQAX,0.0,2018-08-20
0010G00002CDbr2QAD,0.0,2018-08-25
0010G00002JATRoQAP,3.0,2018-08-30
0010G00002JA1tRQAT,1.0,2018-08-06
0010G00002JBpMgQAL,2.0,2018-08-30
0010G00002CDaw0QAD,2.0,2018-08-13
0010G00002FUFItQAP,32.0,2018-08-15
0010G00002J9GNgQAN,2.0,2018-08-24
0010G00002I7QXeQAN,1.0,2018-08-28
0010G00002J9z0YQAR,4.0,2018-08-10
0010G00002I7q8sQAB,52.0,2018-08-30
0010G00002HnP8yQAF,0.0,2018-08-15
0010G00002I7qF6QAJ,12.0,2018-08-02
0010G00002CE59BQAT,1.0,2018-08-02
0010G00002CEFM7QAP,0.0,2018-08-18
0010G00002JA2xHQAT,1.0,2018-08-06
0010G00002JAYkoQAH,1.0,2018-08-01
0010G00002JCATrQAP,1.0,2018-08-14
0010G00002JcqXhQAJ,6.0,2018-08-31
0010G00002Du7PMQAZ,0.0,2018-08-22
0010G00002CE7N3QAL,0.0,2018-08-01
0010G00002JCN7dQAH,1.0,2018-08-16
0010G00002HoCFCQA3,0.0,2018-08-27
0010G00002J9I7uQAF,8.0,2018-08-10
0010G00002J9c0xQAB,13.0,2018-08-14
0010G00002CE6tOQAT,16.0,2018-08-30
0010G00002JAwlwQAD,3.0,2018-08-07
0010G00002CEFMwQAP,4.0,2018-08-16
0010G00002I81RvQAJ,3.0,2018-08-08
0010G00002CEDr9QAH,2.0,2018-08-30
0010G00002JAdSTQA1,3.0,2018-08-16
0010G00002CEFwkQAH,0.0,2018-08-24
0010G00002CDe3LQAT,4.0,2018-08-30
0010G00002JCvxsQAD,1.0,2018-08-24
0010G00002CDZtQQAX,270.0,2018-08-29
0010G00002CDZtQQAX,750.0,2018-08-22
0010G00002JCZhAQAX,6.0,2018-08-20
0010G00002GCijUQAT,24.0,2018-08-23
0010G00002JCo59QAD,11.0,2018-08-22
0010G00002JCZtkQAH,1.0,2018-08-22
0010G00002JcZigQAF,30.0,2018-08-31
0010G00002GCjINQA1,1.0,2018-08-10
0010G00002CDZRCQA5,91.0,2018-08-21
0010G00002I7QBMQA3,1.0,2018-08-01
0010G00002GCjS8QAL,2.0,2018-08-07
0010G00002J99LFQAZ,4.0,2018-08-21
0010G00002J9buvQAB,1.0,2018-08-06
0010G00002JcYrwQAF,10.0,2018-08-30
0010G00002JBrFIQA1,4.0,2018-08-16
0010G00002JcbTnQAJ,1.0,2018-08-30
0010G00002CDtIOQA1,18.0,2018-08-01
0010G00002JAF7EQAX,1.0,2018-08-20
0010G00002GCibPQAT,0.0,2018-08-28
0010G00002I81YNQAZ,7.0,2018-08-07
0010G00002JAwQ0QAL,1.0,2018-08-09
0010G00002JAuu4QAD,1.0,2018-08-06
0010G00002GCj9LQAT,1.0,2018-08-28
0010G00002JcTkZQAV,6.0,2018-08-30
0010G00002CDy34QAD,0.0,2018-08-07
0010G00002CDxiGQAT,0.0,2018-08-28
0010G00002I7q5MQAR,1.0,2018-08-01
0010G00002JCoJXQA1,4.0,2018-08-24
0010G00002J9P39QAF,4.0,2018-08-23
0010G00002CE1KOQA1,18761.0,2018-08-28
0010G00002J9Ok2QAF,2.0,2018-08-06
0010G00002CDwCbQAL,15.0,2018-08-21
0010G00002CEHAzQAP,3.0,2018-08-30
0010G00002JBkZRQA1,1.0,2018-08-09
0010G00002CDthtQAD,0.0,2018-08-02
0010G00002CDjwmQAD,64.0,2018-08-17
0010G00002CE8fsQAD,8.0,2018-08-31
0010G00002J9HHLQA3,10.0,2018-08-31
0010G00002CDdE1QAL,3.0,2018-08-28
0010G00002I7PY8QAN,1.0,2018-08-01
0010G00002CDwKbQAL,0.0,2018-08-27
0010G00002CDte2QAD,0.0,2018-08-24
0010G00002J9b41QAB,1.0,2018-08-28
0010G00002CDZhXQAX,186.0,2018-08-30
0010G00002JC4UeQAL,2.0,2018-08-14
0010G00002J9ccjQAB,4.0,2018-08-03
0010G00002JcdDHQAZ,1.0,2018-08-28
0010G00002DtqyaQAB,36.0,2018-08-23
0010G00002CDincQAD,28.0,2018-08-23
0010G00002CEG6IQAX,18.0,2018-08-30
0010G00002Hp3jMQAR,4.0,2018-08-02
0010G00002CE6IiQAL,0.0,2018-08-02
0010G00002CDzJZQA1,0.0,2018-08-31
0010G00002HnPawQAF,8.0,2018-08-31
0010G00002CEFMSQA5,2.0,2018-08-02
0010G00002J8zqYQAR,8.0,2018-08-21
0010G00002JBkcfQAD,11.0,2018-08-08
0010G00002CDlZiQAL,12.0,2018-08-01
0010G00002CDfIPQA1,0.0,2018-08-03
0010G00002CDn7RQAT,24.0,2018-08-06
0010G00002J98ltQAB,2.0,2018-08-06
0010G00002Hz4OXQAZ,25.0,2018-08-15
0010G00002CDtwAQAT,0.0,2018-08-01
0010G00002GCj1BQAT,2.0,2018-08-17
0010G00002GCj9hQAD,8.0,2018-08-08
0010G00002CDzAYQA1,18.0,2018-08-09
0010G00002I7qC8QAJ,0.0,2018-08-13
0010G00002CDiDuQAL,20.0,2018-08-22
0010G00002JcmxUQAR,4.0,2018-08-31
0010G00002J9L0PQAV,1.0,2018-08-04
0010G00002CE8ygQAD,5.0,2018-08-15
0010G00002CDg3ZQAT,0.0,2018-08-20
0010G00002CDZLeQAP,27104.0,2018-08-28
0010G00002JcTuEQAV,1.0,2018-08-31
0010G00002CDt5NQAT,24.0,2018-08-04
0010G00002CDk5zQAD,0.0,2018-08-01
0010G00002CDmbUQAT,13.0,2018-08-29
0010G00002FzzfGQAR,0.0,2018-08-31
0010G00002JAuT8QAL,1.0,2018-08-20
0010G00002CDZcIQAX,17.0,2018-08-13
0010G00002CDjRSQA1,0.0,2018-08-24
0010G00002JC8TrQAL,2.0,2018-08-16
0010G00002CDZg6QAH,3795.0,2018-08-27
0010G00002J9GRAQA3,4.0,2018-08-08
0010G00002JcZ2aQAF,2.0,2018-08-29
0010G00002CDp24QAD,1.0,2018-08-15
0010G00002CE1GPQA1,7.0,2018-08-13
0010G00002CDnIyQAL,4.0,2018-08-28
0010G00002J9HUZQA3,1.0,2018-08-18
0010G00002Jck1AQAR,1.0,2018-08-31
0010G00002JAXX8QAP,2720.0,2018-08-17
0010G00002JCmf5QAD,6.0,2018-08-31
0010G00002I82poQAB,2.0,2018-08-04
0010G00002CEC5IQAX,0.0,2018-08-10
0010G00002GeeF1QAJ,10.0,2018-08-06
0010G00002CDd3mQAD,2.0,2018-08-10
0010G00002CEGhqQAH,20.0,2018-08-20
0010G00002CE1cKQAT,0.0,2018-08-28
0010G00002CDsFRQA1,0.0,2018-08-10
0010G00002J90C2QAJ,12.0,2018-08-17
0010G00002CDisNQAT,1.0,2018-08-15
0010G00002HnPViQAN,3.0,2018-08-08
0010G00002HnNivQAF,1.0,2018-08-15
0010G00002GCimeQAD,0.0,2018-08-14
0010G00002CDfQsQAL,2.0,2018-08-21
0010G00002CE6mwQAD,0.0,2018-08-08
0010G00002JcaFiQAJ,19.0,2018-08-29
0010G00002I7qHqQAJ,6.0,2018-08-01
0010G00002CDczpQAD,35.0,2018-08-22
0010G00002CE0ikQAD,1.0,2018-08-29
0010G00002JAAGKQA5,2.0,2018-08-08
0010G00002JBeP0QAL,10.0,2018-08-22
0010G00002CDhQJQA1,0.0,2018-08-07
0010G00002J97SzQAJ,12.0,2018-08-27
0010G00002CDt5NQAT,48.0,2018-08-07
0010G00002CDkZDQA1,0.0,2018-08-09
0010G00002CDuu8QAD,1.0,2018-08-20
0010G00002CEEZ5QAP,6.0,2018-08-28
0010G00002JALmGQAX,2.0,2018-08-30
0010G00002JAaOLQA1,14.0,2018-08-30
0010G00002CDZWhQAP,24.0,2018-08-31
0010G00002JAx4jQAD,2.0,2018-08-08
0010G00002CDZtuQAH,54.0,2018-08-07
0010G00002JAXX8QAP,1700.0,2018-08-26
0010G00002CDoQ8QAL,0.0,2018-08-03
0010G00002GDtzcQAD,0.0,2018-08-30
0010G00002CDwwoQAD,0.0,2018-08-23
0010G00002CDbfGQAT,0.0,2018-08-31
0010G00002JcxbfQAB,1.0,2018-08-31
0010G00002CEIv5QAH,18.0,2018-08-02
0010G00002CE7eXQAT,9.0,2018-08-09
0010G00002CDaqLQAT,6.0,2018-08-14
0010G00002JcXY5QAN,2.0,2018-08-29
0010G00002J9NyeQAF,4.0,2018-08-24
0010G00002CE9ZhQAL,1900.0,2018-08-20
0010G00002JCnJPQA1,6.0,2018-08-31
