parent_account_c,net_desks_closedwon,date
0010G00002I7QFwQAN,2.0,2018-08-01
0010G00002CE5B2QAL,0.0,2018-08-30
0010G00002I81JqQAJ,1.0,2018-08-24
0010G00002CDfCeQAL,0.0,2018-08-14
0010G00002CEIvkQAH,18.0,2018-08-13
0010G00002JBjuvQAD,1.0,2018-08-08
0010G00002JBqkjQAD,2.0,2018-08-14
0010G00002JBclnQAD,2.0,2018-08-21
0010G00002I7qJJQAZ,1.0,2018-08-01
0010G00002JA08IQAT,1.0,2018-08-03
0010G00002J9l0GQAR,2.0,2018-08-28
0010G00002CDpbQQAT,8.0,2018-08-08
0010G00002FUFFeQAP,0.0,2018-08-16
0010G00002JcmJ6QAJ,4.0,2018-08-29
0010G00002JBvz8QAD,1.0,2018-08-14
0010G00002CDo9PQAT,0.0,2018-08-10
0010G00002CDgAUQA1,6.0,2018-08-17
0010G00002CE5QRQA1,1.0,2018-08-21
0010G00002JcYnzQAF,1.0,2018-08-27
0010G00002CE4khQAD,2.0,2018-08-14
0010G00002CDmD8QAL,0.0,2018-08-09
0010G00002FUFI4QAP,8.0,2018-08-23
0010G00002JC5tOQAT,3.0,2018-08-24
0010G00002JC6L3QAL,1.0,2018-08-13
0010G00002HnO0HQAV,3.0,2018-08-30
0010G00002CECajQAH,0.0,2018-08-24
0010G00002CE69DQAT,19.0,2018-08-02
0010G00002JcsutQAB,1.0,2018-08-31
0010G00002Jcpb4QAB,7.0,2018-08-30
0010G00002CDjjdQAD,0.0,2018-08-01
0010G00002CDlJrQAL,2.0,2018-08-13
0010G00002JAwuZQAT,1.0,2018-08-08
0010G00002CE05ZQAT,0.0,2018-08-10
0010G00002CDwGmQAL,0.0,2018-08-13
0010G00002JAFT3QAP,19.0,2018-08-31
0010G00002CDcDRQA1,0.0,2018-08-30
0010G00002I7q76QAB,2.0,2018-08-01
0010G00002CDfYHQA1,2.0,2018-08-15
0010G00002GCj9OQAT,1.0,2018-08-21
0010G00002J92cOQAR,4.0,2018-08-28
0010G00002HnOTKQA3,12.0,2018-08-31
0010G00002JC9AoQAL,1.0,2018-08-14
0010G00002J9yssQAB,2.0,2018-08-29
0010G00002CE3k2QAD,20.0,2018-08-09
0010G00002CDguCQAT,20.0,2018-08-13
0010G00002JcmHAQAZ,2.0,2018-08-30
0010G00002JcrslQAB,2.0,2018-08-30
0010G00002CDZNoQAP,2.0,2018-08-31
0010G00002CDxPgQAL,25.0,2018-08-01
0010G00002CDtrhQAD,14.0,2018-08-08
0010G00002CDabGQAT,2.0,2018-08-13
0010G00002CE2C3QAL,0.0,2018-08-01
0010G00002JBdcXQAT,3.0,2018-08-27
0010G00002CE71gQAD,2.0,2018-08-03
0010G00002CEG6DQAX,0.0,2018-08-02
0010G00002J9MsLQAV,1.0,2018-08-16
0010G00002J9uvyQAB,1.0,2018-08-10
0010G00002I7q31QAB,2.0,2018-08-01
0010G00002J9xoyQAB,1.0,2018-08-03
0010G00002JAjIYQA1,4.0,2018-08-23
0010G00002JCdduQAD,4.0,2018-08-22
0010G00002CDvW9QAL,9.0,2018-08-22
0010G00002CE85aQAD,6.0,2018-08-31
0010G00002CDekAQAT,0.0,2018-08-03
0010G00002CE1huQAD,4.0,2018-08-30
0010G00002CDbvZQAT,3.0,2018-08-15
0010G00002FyGmnQAF,24.0,2018-08-19
0010G00002JBvhnQAD,1.0,2018-08-21
0010G00002JCm0vQAD,4.0,2018-08-24
0010G00002CECz0QAH,4.0,2018-08-29
0010G00002J9A3HQAV,4.0,2018-08-29
0010G00002CDbPGQA1,0.0,2018-08-15
0010G00002GCiVQQA1,0.0,2018-08-07
0010G00002I7qDhQAJ,2.0,2018-08-02
0010G00002CEDQKQA5,0.0,2018-08-28
0010G00002CEANrQAP,8.0,2018-08-23
0010G00002JCktiQAD,4.0,2018-08-27
0010G00002JCr2ZQAT,5.0,2018-08-29
0010G00002J9QOVQA3,43.0,2018-08-31
0010G00002CDpkWQAT,1.0,2018-08-23
0010G00002GCjFWQA1,16.0,2018-08-09
0010G00002CEAY3QAP,1.0,2018-08-15
0010G00002JAMjQQAX,10.0,2018-08-27
0010G00002CDx7AQAT,1.0,2018-08-13
0010G00002CDt5NQAT,24.0,2018-08-06
0010G00002HoCFcQAN,2.0,2018-08-07
0010G00002CEF3iQAH,25.0,2018-08-28
0010G00002JCLE8QAP,1.0,2018-08-23
0010G00002HpU1CQAV,45.0,2018-08-03
0010G00002I7qEWQAZ,12.0,2018-08-02
0010G00002JcezyQAB,1.0,2018-08-31
0010G00002J97IHQAZ,2.0,2018-08-03
0010G00002J9VsTQAV,1.0,2018-08-06
0010G00002I80VMQAZ,2.0,2018-08-14
0010G00002JBkUqQAL,1.0,2018-08-21
0010G00002GCj3LQAT,0.0,2018-08-31
0010G00002JCVtrQAH,1.0,2018-08-20
0010G00002J9FyQQAV,2.0,2018-08-31
0010G00002CEIRrQAP,24.0,2018-08-07
0010G00002CDoBEQA1,9.0,2018-08-29
0010G00002EuLKkQAN,4.0,2018-08-16
0010G00002JARpbQAH,1.0,2018-08-02
0010G00002CDayUQAT,16.0,2018-08-08
0010G00002CEEI6QAP,0.0,2018-08-21
0010G00002CDtqUQAT,3.0,2018-08-23
0010G00002Dvf3IQAR,32.0,2018-08-07
0010G00002CDo4jQAD,4.0,2018-08-27
0010G00002JCngdQAD,1.0,2018-08-27
0010G00002CDbLmQAL,12.0,2018-08-14
0010G00002GD75KQAT,0.0,2018-08-10
0010G00002I7Q2GQAV,234.0,2018-08-06
0010G00002CDaR0QAL,1.0,2018-08-16
0010G00002J9eMhQAJ,36.0,2018-08-21
0010G00002CDfXyQAL,0.0,2018-08-30
0010G00002CDbPUQA1,10.0,2018-08-30
0010G00002JAaxKQAT,6.0,2018-08-22
0010G00002CDsDnQAL,5.0,2018-08-31
0010G00002JCndKQAT,1.0,2018-08-22
0010G00002JcwDkQAJ,1.0,2018-08-31
0010G00002J98teQAB,1.0,2018-08-01
0010G00002I81prQAB,18.0,2018-08-15
0010G00002GD3XbQAL,15.0,2018-08-20
0010G00002I7q42QAB,4.0,2018-08-02
0010G00002GCiVdQAL,3.0,2018-08-31
0010G00002JAVoaQAH,4.0,2018-08-08
0010G00002JC8WHQA1,1.0,2018-08-14
0010G00002GD3VkQAL,0.0,2018-08-22
0010G00002J9E69QAF,6.0,2018-08-06
0010G00002FzU0BQAV,4.0,2018-08-23
0010G00002J9IkCQAV,2.0,2018-08-15
0010G00002CDaqDQAT,2.0,2018-08-01
0010G00002I7qGdQAJ,1.0,2018-08-06
0010G00002GCjKqQAL,0.0,2018-08-03
0010G00002I7vZRQAZ,1.0,2018-08-09
0010G00002JAx61QAD,20.0,2018-08-30
0010G00002HnN03QAF,2.0,2018-08-27
0010G00002I7QZRQA3,0.0,2018-08-01
0010G00002CDwZkQAL,0.0,2018-08-31
0010G00002CEBLeQAP,48.0,2018-08-10
0010G00002JAk1ZQAT,2.0,2018-08-31
0010G00002CDqplQAD,2.0,2018-08-30
0010G00002I7qBOQAZ,1.0,2018-08-01
0010G00002CE90BQAT,2.0,2018-08-30
0010G00002JBwNTQA1,2.0,2018-08-10
0010G00002I7q6wQAB,1.0,2018-08-01
0010G00002JAqlwQAD,1.0,2018-08-07
0010G00002CE3aVQAT,6.0,2018-08-16
0010G00002JAGKMQA5,1.0,2018-08-08
0010G00002JApcAQAT,4.0,2018-08-13
0010G00002GCiedQAD,0.0,2018-08-30
0010G00002CDtvoQAD,8.0,2018-08-23
0010G00002I7q40QAB,4.0,2018-08-02
0010G00002CDeS9QAL,14.0,2018-08-28
0010G00002CDkU7QAL,30.0,2018-08-01
0010G00002CE4RzQAL,15.0,2018-08-10
0010G00002I7qB3QAJ,40.0,2018-08-01
0010G00002JCZeLQAX,1.0,2018-08-20
0010G00002JApz1QAD,4.0,2018-08-20
0010G00002CDeiDQAT,84.0,2018-08-15
0010G00002CDw1uQAD,8.0,2018-08-23
0010G00002CDyuCQAT,2.0,2018-08-07
0010G00002JcrbuQAB,1.0,2018-08-30
0010G00002JCbbCQAT,1.0,2018-08-24
0010G00002CE4FbQAL,0.0,2018-08-06
0010G00002FzzuUQAR,2.0,2018-08-01
0010G00002I7q9fQAB,6.0,2018-08-13
0010G00002JcWcQQAV,1.0,2018-08-27
0010G00002CDgi1QAD,32.0,2018-08-15
0010G00002Jcq6mQAB,1.0,2018-08-30
0010G00002CEHBlQAP,0.0,2018-08-23
0010G00002JAx1QQAT,4.0,2018-08-24
0010G00002JBeI4QAL,1.0,2018-08-07
0010G00002J9yz7QAB,4.0,2018-08-28
0010G00002JCG5uQAH,1.0,2018-08-15
0010G00002CDZg9QAH,88.0,2018-08-30
0010G00002I7PxtQAF,2.0,2018-08-24
0010G00002I7q9SQAR,2.0,2018-08-06
0010G00002CDtiKQAT,0.0,2018-08-01
0010G00002CE1gDQAT,12.0,2018-08-14
0010G00002CEBBsQAP,0.0,2018-08-29
0010G00002JceJjQAJ,1.0,2018-08-29
0010G00002CDkyoQAD,8.0,2018-08-31
0010G00002JCAEwQAP,1.0,2018-08-14
0010G00002JCapSQAT,8.0,2018-08-22
0010G00002FzUH8QAN,16.0,2018-08-29
0010G00002JAWwfQAH,1.0,2018-08-06
0010G00002HnOVbQAN,0.0,2018-08-01
0010G00002JCYdRQAX,2.0,2018-08-23
0010G00002GCipqQAD,3.0,2018-08-01
0010G00002CDZOAQA5,0.0,2018-08-08
0010G00002CEJcVQAX,0.0,2018-08-23
0010G00002EvAA0QAN,94.0,2018-08-01
0010G00002CDaiHQAT,3.0,2018-08-31
0010G00002CDhfLQAT,32.0,2018-08-20
0010G00002I7QFIQA3,6.0,2018-08-30
0010G00002CEJ8aQAH,6.0,2018-08-23
0010G00002CDwJuQAL,40.0,2018-08-14
0010G00002FUF8RQAX,1.0,2018-08-31
0010G00002I7qEIQAZ,1.0,2018-08-03
0010G00002CE4T4QAL,4.0,2018-08-29
0010G00002CDmxRQAT,0.0,2018-08-10
0010G00002J9XsdQAF,1.0,2018-08-30
0010G00002I7QODQA3,2.0,2018-08-02
0010G00002JAt7aQAD,1.0,2018-08-12
0010G00002CDe5BQAT,10.0,2018-08-20
0010G00002J8zxCQAR,8.0,2018-08-07
0010G00002JAwqDQAT,3.0,2018-08-07
0010G00002I7QSkQAN,2.0,2018-08-30
0010G00002JCly1QAD,1.0,2018-08-22
0010G00002I7QFSQA3,2.0,2018-08-01
0010G00002JCGRdQAP,1.0,2018-08-20
0010G00002I7q8WQAR,1.0,2018-08-02
0010G00002JCLpsQAH,10.0,2018-08-23
0010G00002CE7YHQA1,0.0,2018-08-31
0010G00002CDZUPQA5,6.0,2018-08-02
0010G00002CE6e4QAD,12.0,2018-08-22
0010G00002CEFiPQAX,0.0,2018-08-14
0010G00002J9sF1QAJ,1.0,2018-08-01
0010G00002CE4ZkQAL,3.0,2018-08-09
0010G00002JAFpFQAX,195.0,2018-08-31
0010G00002J90KAQAZ,1.0,2018-08-10
0010G00002JC692QAD,53.0,2018-08-27
0010G00002CE6awQAD,8.0,2018-08-28
0010G00002JcjARQAZ,113.0,2018-08-29
0010G00002FyScRQAV,0.0,2018-08-30
0010G00002CDbOzQAL,0.0,2018-08-29
0010G00002I7PjNQAV,7.0,2018-08-22
0010G00002GCit6QAD,0.0,2018-08-28
0010G00002CDzZyQAL,0.0,2018-08-23
0010G00002CEBNQQA5,18.0,2018-08-28
0010G00002I7QBbQAN,0.0,2018-08-22
0010G00002HnNLwQAN,6.0,2018-08-28
0010G00002CDmL4QAL,0.0,2018-08-20
0010G00002I7qC1QAJ,1.0,2018-08-01
0010G00002JClm0QAD,4.0,2018-08-22
0010G00002FyH2iQAF,5.0,2018-08-03
0010G00002CDw9sQAD,-16.0,2018-08-06
0010G00002JCQZ0QAP,1.0,2018-08-27
0010G00002J9DPgQAN,16.0,2018-08-17
0010G00002J96TAQAZ,6.0,2018-08-17
0010G00002I7qGMQAZ,1.0,2018-08-01
0010G00002CE0eSQAT,30.0,2018-08-23
0010G00002I7PycQAF,8.0,2018-08-28
0010G00002JCGTFQA5,1.0,2018-08-28
0010G00002JcaN8QAJ,25.0,2018-08-28
0010G00002JCd2XQAT,1.0,2018-08-24
0010G00002CE1YQQA1,3.0,2018-08-30
0010G00002J99ptQAB,1.0,2018-08-06
0010G00002JArugQAD,2.0,2018-08-26
0010G00002J9NzHQAV,4.0,2018-08-30
0010G00002JAivTQAT,1.0,2018-08-31
0010G00002CEGWtQAP,2.0,2018-08-31
0010G00002JCrJdQAL,5.0,2018-08-23
0010G00002I7PbsQAF,5.0,2018-08-30
0010G00002JCriYQAT,1.0,2018-08-28
0010G00002JcsLCQAZ,6.0,2018-08-30
0010G00002I7qDyQAJ,2.0,2018-08-03
0010G00002CEJLOQA5,1.0,2018-08-06
0010G00002Ge7zxQAB,2.0,2018-08-15
0010G00002JBrlYQAT,4.0,2018-08-09
0010G00002CDq1QQAT,3.0,2018-08-01
0010G00002I7Qr9QAF,26.0,2018-08-01
0010G00002JCAeaQAH,1.0,2018-08-14
0010G00002GDtyTQAT,7.0,2018-08-28
0010G00002Hpjj2QAB,2.0,2018-08-07
0010G00002J9xMyQAJ,2.0,2018-08-06
0010G00002Ge7vSQAR,0.0,2018-08-30
0010G00002HnP0vQAF,1.0,2018-08-29
0010G00002FTu9iQAD,48.0,2018-08-13
0010G00002CDnISQA1,12.0,2018-08-01
0010G00002J9sVeQAJ,2.0,2018-08-23
0010G00002CEG3bQAH,0.0,2018-08-27
0010G00002CDp1aQAD,4.0,2018-08-01
0010G00002CEJcVQAX,0.0,2018-08-30
0010G00002JACQDQA5,2.0,2018-08-28
0010G00002GCjF5QAL,4.0,2018-08-13
0010G00002CDczpQAD,35.0,2018-08-23
0010G00002EinPCQAZ,10.0,2018-08-14
0010G00002JcpE9QAJ,8.0,2018-08-30
0010G00002I7Pj8QAF,1.0,2018-08-27
0010G00002JA0iwQAD,1.0,2018-08-06
0010G00002JAPcZQAX,1.0,2018-08-28
0010G00002JCNxZQAX,6.0,2018-08-30
0010G00002CE0gWQAT,2.0,2018-08-07
0010G00002HzHifQAF,0.0,2018-08-01
0010G00002GCiYIQA1,25.0,2018-08-30
0010G00002CDxYzQAL,5.0,2018-08-20
0010G00002J9y0HQAR,1.0,2018-08-07
0010G00002JAP3zQAH,2.0,2018-08-31
0010G00002Jcr7GQAR,1.0,2018-08-30
0010G00002CEAp1QAH,6.0,2018-08-28
0010G00002FzTt6QAF,0.0,2018-08-02
0010G00002JC4PjQAL,1.0,2018-08-13
0010G00002CDm1JQAT,0.0,2018-08-03
0010G00002CDZbDQAX,48.0,2018-08-03
0010G00002CDmLpQAL,44.0,2018-08-31
0010G00002JC9W6QAL,1.0,2018-08-15
0010G00002I7qHGQAZ,1.0,2018-08-06
0010G00002JBw1YQAT,1.0,2018-08-10
0010G00002GeHgAQAV,1.0,2018-08-06
0010G00002JCclqQAD,2.0,2018-08-21
0010G00002J9E6wQAF,1.0,2018-08-23
0010G00002JCeg1QAD,1.0,2018-08-21
0010G00002J93caQAB,6.0,2018-08-15
0010G00002I81RwQAJ,10.0,2018-08-15
0010G00002CECN7QAP,0.0,2018-08-31
0010G00002JCdTpQAL,4.0,2018-08-29
0010G00002GDu0IQAT,3.0,2018-08-15
0010G00002I7QcmQAF,20.0,2018-08-28
0010G00002CDZD4QAP,116.0,2018-08-14
0010G00002JBuLDQA1,1.0,2018-08-13
0010G00002CDbYuQAL,0.0,2018-08-07
0010G00002CDf3gQAD,66.0,2018-08-14
0010G00002CDnYzQAL,2.0,2018-08-31
0010G00002CDdRFQA1,4.0,2018-08-29
0010G00002FyGP5QAN,2.0,2018-08-03
0010G00002GCiVqQAL,4.0,2018-08-27
0010G00002GCjIgQAL,2.0,2018-08-31
0010G00002J9Xm2QAF,2.0,2018-08-09
0010G00002CDw8XQAT,411.0,2018-08-01
0010G00002JAqMoQAL,1.0,2018-08-21
0010G00002J9GOmQAN,6.0,2018-08-06
0010G00002CE63GQAT,2.0,2018-08-23
0010G00002J9RFTQA3,1.0,2018-08-28
0010G00002CDZEbQAP,300.0,2018-08-02
0010G00002CDZMXQA5,248.0,2018-08-05
0010G00002JCnafQAD,1.0,2018-08-23
0010G00002CDsdsQAD,3.0,2018-08-20
0010G00002I7Qq1QAF,2.0,2018-08-22
0010G00002CDfSKQA1,1.0,2018-08-23
0010G00002HouioQAB,0.0,2018-08-27
0010G00002CEDMeQAP,3.0,2018-08-22
0010G00002J94yfQAB,1.0,2018-08-03
0010G00002JC4dgQAD,1.0,2018-08-15
0010G00002JCqPHQA1,1.0,2018-08-22
0010G00002CDtq0QAD,5.0,2018-08-10
0010G00002CEDSWQA5,4.0,2018-08-28
0010G00002I7zknQAB,26.0,2018-08-15
0010G00002Jcmo8QAB,3.0,2018-08-29
0010G00002Euu8IQAR,3.0,2018-08-28
0010G00002JC8u2QAD,3.0,2018-08-15
0010G00002J9Q3VQAV,1.0,2018-08-07
0010G00002JAd2iQAD,1.0,2018-08-31
0010G00002CDdWeQAL,0.0,2018-08-28
0010G00002HnNGcQAN,2.0,2018-08-29
0010G00002JBuGcQAL,1.0,2018-08-10
0010G00002CDqajQAD,90.0,2018-08-28
0010G00002I7qEwQAJ,1.0,2018-08-02
0010G00002JCe0PQAT,5.0,2018-08-23
0010G00002CDljGQAT,2.0,2018-08-02
0010G00002GCjPNQA1,8.0,2018-08-10
0010G00002FzTcqQAF,5.0,2018-08-14
0010G00002I7QUJQA3,12.0,2018-08-30
0010G00002CDZjoQAH,2262.0,2018-08-06
0010G00002JCchtQAD,4.0,2018-08-21
0010G00002JC7iwQAD,1.0,2018-08-13
0010G00002JAtnHQAT,1.0,2018-08-06
0010G00002JcwPvQAJ,1.0,2018-08-31
0010G00002JcltwQAB,1.0,2018-08-29
0010G00002JBv4xQAD,4.0,2018-08-14
0010G00002JCd0lQAD,1.0,2018-08-23
0010G00002CE3XcQAL,1.0,2018-08-09
0010G00002JC756QAD,8.0,2018-08-13
0010G00002CDlODQA1,8.0,2018-08-09
0010G00002CDZfsQAH,9.0,2018-08-30
0010G00002J9M1aQAF,3.0,2018-08-30
0010G00002GCjSEQA1,0.0,2018-08-31
0010G00002CDbwfQAD,4.0,2018-08-27
0010G00002JBwe5QAD,2.0,2018-08-11
0010G00002HnMvSQAV,0.0,2018-08-14
0010G00002CE4icQAD,4.0,2018-08-13
0010G00002CE5vYQAT,2.0,2018-08-23
0010G00002JBcqxQAD,2.0,2018-08-10
0010G00002CDczpQAD,105.0,2018-08-08
0010G00002I7qBIQAZ,1.0,2018-08-06
0010G00002Jcq7aQAB,1.0,2018-08-30
0010G00002CEHxFQAX,18.0,2018-08-06
0010G00002JCa7fQAD,1.0,2018-08-30
0010G00002I7qEmQAJ,1.0,2018-08-02
0010G00002JAXX8QAP,11220.0,2018-08-06
0010G00002JcyAJQAZ,1.0,2018-08-31
0010G00002JBd6MQAT,5.0,2018-08-21
0010G00002CDvUTQA1,2.0,2018-08-06
0010G00002JCARqQAP,2.0,2018-08-14
0010G00002I7q5wQAB,1.0,2018-08-02
0010G00002CE7N5QAL,326.0,2018-08-04
0010G00002FzzauQAB,21.0,2018-08-02
0010G00002CEDBmQAP,0.0,2018-08-06
0010G00002JCRraQAH,12.0,2018-08-22
0010G00002CE594QAD,0.0,2018-08-30
0010G00002I7vZlQAJ,2.0,2018-08-09
0010G00002JAYejQAH,1.0,2018-08-02
0010G00002CE6aNQAT,0.0,2018-08-31
0010G00002JCyobQAD,1.0,2018-08-24
0010G00002JcTkZQAV,0.0,2018-08-29
0010G00002JcYINQA3,8.0,2018-08-29
0010G00002JcsB7QAJ,1.0,2018-08-30
0010G00002JcqeTQAR,2.0,2018-08-31
0010G00002I7Q3oQAF,1.0,2018-08-22
0010G00002CE4bZQAT,3.0,2018-08-12
0010G00002J9yzJQAR,6.0,2018-08-10
0010G00002I7QrLQAV,1.0,2018-08-07
0010G00002JcYTGQA3,1.0,2018-08-27
0010G00002I7qEtQAJ,1.0,2018-08-01
0010G00002JAVSSQA5,4.0,2018-08-30
0010G00002I7QbxQAF,45.0,2018-08-07
0010G00002CE9fDQAT,0.0,2018-08-14
0010G00002I7wurQAB,6.0,2018-08-14
0010G00002JCIPfQAP,4.0,2018-08-20
0010G00002J9IWPQA3,1.0,2018-08-28
0010G00002CEJRKQA5,8.0,2018-08-24
0010G00002J9N4AQAV,1.0,2018-08-20
0010G00002HnOquQAF,6.0,2018-08-27
0010G00002JBqD6QAL,1.0,2018-08-17
0010G00002I7qB8QAJ,9.0,2018-08-02
0010G00002CDjSeQAL,0.0,2018-08-01
0010G00002J9ndiQAB,0.0,2018-08-10
0010G00002I7QqlQAF,4.0,2018-08-28
0010G00002CDZbsQAH,589.0,2018-08-30
0010G00002CDf2tQAD,6.0,2018-08-06
0010G00002JcWVKQA3,1.0,2018-08-29
0010G00002JAreEQAT,1.0,2018-08-23
0010G00002JAF8dQAH,1.0,2018-08-31
0010G00002JAuM2QAL,6.0,2018-08-16
0010G00002GrLgBQAV,16.0,2018-08-13
0010G00002I7qBJQAZ,1.0,2018-08-01
0010G00002I7q9EQAR,0.0,2018-08-29
0010G00002CDx6fQAD,0.0,2018-08-30
0010G00002I7QYfQAN,2.0,2018-08-29
0010G00002JCfhoQAD,2.0,2018-08-23
0010G00002I7QUTQA3,1.0,2018-08-28
0010G00002I7Q7NQAV,20.0,2018-08-30
0010G00002CE3VoQAL,1.0,2018-08-01
0010G00002I7Q29QAF,2.0,2018-08-13
0010G00002CEAuKQAX,0.0,2018-08-27
0010G00002JBvGjQAL,4.0,2018-08-10
0010G00002CDx6iQAD,162.0,2018-08-31
0010G00002Jclm2QAB,7.0,2018-08-30
0010G00002CDZAWQA5,26.0,2018-08-28
0010G00002CE1tEQAT,1080.0,2018-08-22
0010G00002JCfNyQAL,2.0,2018-08-31
0010G00002J8zvNQAR,2.0,2018-08-10
0010G00002CEJSUQA5,3.0,2018-08-10
0010G00002CEHLjQAP,3.0,2018-08-02
0010G00002CDeL7QAL,2.0,2018-08-01
0010G00002CDiynQAD,12.0,2018-08-30
0010G00002CDdpDQAT,6.0,2018-08-27
0010G00002JAx5DQAT,1.0,2018-08-07
0010G00002CE2GJQA1,40.0,2018-08-10
0010G00002JcXhCQAV,3.0,2018-08-28
0010G00002CDedVQAT,2.0,2018-08-12
0010G00002CDiDOQA1,4.0,2018-08-20
0010G00002JA5reQAD,3.0,2018-08-16
0010G00002I7PXLQA3,0.0,2018-08-13
0010G00002JCd2mQAD,1.0,2018-08-22
0010G00002GCiXyQAL,0.0,2018-08-07
0010G00002CDyqmQAD,1.0,2018-08-01
0010G00002J93zYQAR,2.0,2018-08-09
,1.0,2018-08-14
0010G00002GD3eVQAT,0.0,2018-08-21
0010G00002JBq5CQAT,1.0,2018-08-09
0010G00002CEHnKQAX,0.0,2018-08-23
0010G00002CE62DQAT,9.0,2018-08-27
0010G00002I7qCYQAZ,1.0,2018-08-03
0010G00002CDfjLQAT,24.0,2018-08-03
0010G00002GCiVvQAL,28.0,2018-08-09
0010G00002CDkZ2QAL,2.0,2018-08-23
0010G00002JAC5rQAH,1.0,2018-08-13
0010G00002JBl8RQAT,1.0,2018-08-08
0010G00002JCm0RQAT,1.0,2018-08-27
0010G00002JcyCKQAZ,3.0,2018-08-31
0010G00002I7qIVQAZ,1.0,2018-08-02
0010G00002CDkSrQAL,0.0,2018-08-31
0010G00002J9ftOQAR,20.0,2018-08-29
0010G00002CDizSQAT,2.0,2018-08-08
0010G00002JCkt4QAD,1.0,2018-08-24
0010G00002I7Pe4QAF,15.0,2018-08-08
0010G00002I7qI6QAJ,1.0,2018-08-02
0010G00002CDmROQA1,1.0,2018-08-14
0010G00002I7PnqQAF,2.0,2018-08-01
0010G00002CDfRjQAL,20.0,2018-08-10
0010G00002I7qCbQAJ,2.0,2018-08-01
0010G00002J9G4pQAF,7.0,2018-08-29
0010G00002Gqd5zQAB,7.0,2018-08-20
0010G00002CE8fOQAT,36.0,2018-08-03
0010G00002FzltsQAB,46.0,2018-08-07
0010G00002J9KY6QAN,16.0,2018-08-15
0010G00002J91vKQAR,2.0,2018-08-13
0010G00002CEDqsQAH,0.0,2018-08-27
0010G00002Jcu51QAB,14.0,2018-08-31
0010G00002I7QPPQA3,1.0,2018-08-01
0010G00002J9i3DQAR,1.0,2018-08-28
0010G00002CDtqcQAD,4.0,2018-08-30
0010G00002CDbCjQAL,63.0,2018-08-06
0010G00002I7QMbQAN,1.0,2018-08-29
0010G00002GDtynQAD,16.0,2018-08-24
0010G00002JcpEYQAZ,1.0,2018-08-30
0010G00002CDaqoQAD,0.0,2018-08-22
0010G00002J9dyJQAR,2.0,2018-08-31
0010G00002CDmzNQAT,0.0,2018-08-11
0010G00002I7Pb9QAF,1.0,2018-08-24
0010G00002JBvA2QAL,1.0,2018-08-10
0010G00002JccrGQAR,0.0,2018-08-31
0010G00002CDZirQAH,14260.0,2018-08-20
0010G00002CDZLeQAP,289168.0,2018-08-09
0010G00002JAxUhQAL,1.0,2018-08-10
0010G00002JcWHvQAN,8.0,2018-08-27
0010G00002CEGVFQA5,3.0,2018-08-01
0010G00002J9LJyQAN,2.0,2018-08-03
0010G00002J9ewKQAR,6.0,2018-08-30
0010G00002JcWqOQAV,4.0,2018-08-27
0010G00002JBknYQAT,4.0,2018-08-27
0010G00002JAttyQAD,1.0,2018-08-07
0010G00002CDtnoQAD,6.0,2018-08-27
0010G00002CE6ykQAD,64.0,2018-08-10
0010G00002CE1vSQAT,264.0,2018-08-06
0010G00002JAxffQAD,1.0,2018-08-08
0010G00002CDZY4QAP,20.0,2018-08-22
0010G00002CDhiNQAT,1.0,2018-08-15
0010G00002CEERaQAP,0.0,2018-08-24
0010G00002J9ofKQAR,6.0,2018-08-14
0010G00002JC4lpQAD,2.0,2018-08-14
0010G00002JBlWaQAL,1.0,2018-08-29
0010G00002I7qFHQAZ,1.0,2018-08-01
0010G00002CDq4QQAT,2.0,2018-08-01
0010G00002CDmPmQAL,30.0,2018-08-31
0010G00002I7wRkQAJ,3.0,2018-08-09
0010G00002I7QB0QAN,0.0,2018-08-28
0010G00002CDgciQAD,4.0,2018-08-29
0010G00002FzzkMQAR,0.0,2018-08-22
0010G00002JCGneQAH,1.0,2018-08-30
0010G00002JBqPgQAL,2.0,2018-08-21
0010G00002JAFlbQAH,2.0,2018-08-23
0010G00002JCZ4ZQAX,1.0,2018-08-31
0010G00002JBkzAQAT,7.0,2018-08-14
0010G00002JBvpNQAT,1.0,2018-08-14
0010G00002J903rQAB,15.0,2018-08-24
0010G00002CEEZZQA5,7.0,2018-08-10
0010G00002JA9SvQAL,3.0,2018-08-07
0010G00002I7qBRQAZ,2.0,2018-08-03
0010G00002CDiTEQA1,8.0,2018-08-29
0010G00002CEBI6QAP,0.0,2018-08-31
0010G00002JcmnyQAB,9.0,2018-08-29
0010G00002CDzLAQA1,8.0,2018-08-10
0010G00002I7QiOQAV,0.0,2018-08-03
0010G00002I7Q0CQAV,2.0,2018-08-01
0010G00002CE4IfQAL,2.0,2018-08-08
0010G00002J93OUQAZ,12.0,2018-08-27
0010G00002JAt8xQAD,1.0,2018-08-06
0010G00002I7QUKQA3,1.0,2018-08-10
0010G00002I7QBKQA3,1.0,2018-08-17
0010G00002J91EvQAJ,1.0,2018-08-13
0010G00002JCdRFQA1,1.0,2018-08-30
0010G00002JCtW7QAL,1.0,2018-08-29
0010G00002JAx45QAD,1.0,2018-08-09
0010G00002HnPMOQA3,0.0,2018-08-15
0010G00002CE87sQAD,4.0,2018-08-15
0010G00002CDt3VQAT,5.0,2018-08-10
0010G00002Gr8GtQAJ,0.0,2018-08-06
0010G00002HnPxMQAV,2.0,2018-08-06
0010G00002JADVWQA5,1.0,2018-08-29
